1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
"09:30,  뺑반(디지털),  7,000원","12:10,  기묘한 가족(디지털),  11,000원","14:30,  뺑반(디지털),  11,000원","17:05,  드래곤볼 슈퍼: 브로리(디지털),  7,000원","19:10,  기묘한 가족(디지털),  11,000원","21:25,  드래곤볼 슈퍼: 브로리(디지털),  11,000원","23:25,  기묘한 가족(디지털),  11,000원",,,08관,2019-02-17,85
"09:45,  증인(디지털),  6,000원","12:20,  증인(디지털),  9,000원","14:55,  증인(디지털),  10,000원","17:35,  증인(디지털),  10,000원","20:10,  증인(디지털),  10,000원","22:45,  증인(디지털),  10,000원",,,,01관,2019-02-18,206
"10:40,  극한직업(디지털),  7,000원","13:00,  극한직업(디지털),  9,000원","15:20,  극한직업(디지털),  10,000원","17:40,  극한직업(디지털),  10,000원","20:00,  극한직업(디지털),  10,000원","22:20,  극한직업(디지털),  10,000원",,,,02관,2019-02-18,246
"09:40,  극한직업(디지털),  6,000원","12:00,  극한직업(디지털),  9,000원","14:15,  극한직업(디지털),  10,000원","16:35,  극한직업(디지털),  10,000원","18:55,  극한직업(디지털),  10,000원","21:10,  극한직업(디지털),  10,000원","23:40,  극한직업(디지털),  10,000원",,,03관,2019-02-18,251
"10:10,  명탐정 코난:전율의 악보(디지털),  9,000원","12:35,  메리 포핀스 리턴즈(디지털),  9,000원","15:15,  메리 포핀스 리턴즈(디지털),  8,000원","18:00,  드래곤 길들이기 3(디지털),  9,000원","20:25,  메리 포핀스 리턴즈(디지털),  10,000원","23:05,  메리 포핀스 리턴즈(디지털),  10,000원",,,,04관,2019-02-18,125
"09:30,  알리타: 배틀 엔젤(디지털),  6,000원","11:55,  명탐정 코난:전율의 악보(디지털),  9,000원","14:20,  알리타: 배틀 엔젤(디지털),  10,000원","16:45,  알리타: 배틀 엔젤(디지털),  10,000원","19:15,  알리타: 배틀 엔젤(디지털),  10,000원","21:50,  알리타: 배틀 엔젤(디지털),  8,000원",,,,05관,2019-02-18,134
"09:50,  해피 데스데이 2 유(디지털),  6,000원","12:00,  해피 데스데이 2 유(디지털),  10,000원","14:05,  해피 데스데이 2 유(디지털),  10,000원","16:10,  해피 데스데이 2 유(디지털),  10,000원","18:15,  해피 데스데이 2 유(디지털),  10,000원","20:30,  해피 데스데이 2 유(디지털),  10,000원","22:40,  뺑반(디지털),  10,000원",,,06관,2019-02-18,164
"10:00,  신밧드와 마법 양탄자(디지털더빙),  6,000원","11:45,  드래곤 길들이기 3(디지털더빙),  9,000원","13:50,  명탐정 코난:전율의 악보(디지털),  10,000원","16:20,  명탐정 코난:전율의 악보(디지털),  8,000원","18:40,  증인(디지털),  10,000원","21:15,  증인(디지털),  10,000원","23:45,  해피 데스데이 2 유(디지털),  10,000원",,,07관,2019-02-18,89
"09:30,  뺑반(디지털),  6,000원","12:10,  기묘한 가족(디지털),  9,000원","14:30,  뺑반(디지털),  10,000원","17:05,  드래곤볼 슈퍼: 브로리(디지털),  8,000원","19:10,  기묘한 가족(디지털),  10,000원","21:25,  드래곤볼 슈퍼: 브로리(디지털),  10,000원","23:25,  기묘한 가족(디지털),  10,000원",,,08관,2019-02-18,85
"09:45,  증인(디지털),  6,000원","12:20,  증인(디지털),  9,000원","14:55,  증인(디지털),  10,000원","17:35,  증인(디지털),  10,000원","20:10,  증인(디지털),  10,000원","22:45,  증인(디지털),  10,000원",,,,01관,2019-02-19,206
"10:40,  극한직업(디지털),  7,000원","13:00,  극한직업(디지털),  9,000원","15:20,  극한직업(디지털),  10,000원","17:40,  극한직업(디지털),  10,000원","20:00,  극한직업(디지털),  10,000원","22:20,  극한직업(디지털),  10,000원",,,,02관,2019-02-19,246
"09:40,  극한직업(디지털),  7,000원","12:00,  극한직업(디지털),  9,000원","14:15,  극한직업(디지털),  10,000원","16:35,  극한직업(디지털),  10,000원","18:55,  극한직업(디지털),  10,000원","21:10,  극한직업(디지털),  10,000원","23:40,  극한직업(디지털),  10,000원",,,03관,2019-02-19,251
"10:10,  명탐정 코난:전율의 악보(디지털),  6,000원","12:35,  메리 포핀스 리턴즈(디지털),  9,000원","15:15,  메리 포핀스 리턴즈(디지털),  10,000원","18:00,  드래곤 길들이기 3(디지털),  10,000원","20:25,  메리 포핀스 리턴즈(디지털),  10,000원","23:05,  메리 포핀스 리턴즈(디지털)",,,,04관,2019-02-19,125
"09:30,  알리타: 배틀 엔젤(디지털),  6,000원","11:55,  명탐정 코난:전율의 악보(디지털),  9,000원","14:20,  알리타: 배틀 엔젤(디지털),  10,000원","16:45,  알리타: 배틀 엔젤(디지털),  10,000원","19:15,  알리타: 배틀 엔젤(디지털),  10,000원","21:50,  알리타: 배틀 엔젤(디지털),  10,000원",,,,05관,2019-02-19,134
"09:50,  해피 데스데이 2 유(디지털),  6,000원","12:00,  해피 데스데이 2 유(디지털),  8,000원","14:05,  해피 데스데이 2 유(디지털),  10,000원","16:10,  해피 데스데이 2 유(디지털),  10,000원","18:15,  해피 데스데이 2 유(디지털),  10,000원","20:30,  해피 데스데이 2 유(디지털),  10,000원","22:40,  뺑반(디지털),  10,000원",,,06관,2019-02-19,164
"10:00,  신밧드와 마법 양탄자(디지털더빙),  6,000원","11:45,  드래곤 길들이기 3(디지털더빙),  8,000원","14:00,  드래곤 길들이기 3(디지털더빙),  10,000원","16:20,  명탐정 코난:전율의 악보(디지털),  10,000원","18:40,  증인(디지털),  10,000원","21:15,  증인(디지털),  10,000원","23:45,  해피 데스데이 2 유(디지털),  10,000원",,,07관,2019-02-19,89
"09:30,  뺑반(디지털),  6,000원","12:10,  기묘한 가족(디지털),  9,000원","14:30,  뺑반(디지털),  10,000원","17:05,  드래곤볼 슈퍼: 브로리(디지털),  10,000원","19:10,  기묘한 가족(디지털),  10,000원","21:25,  드래곤볼 슈퍼: 브로리(디지털),  10,000원","23:25,  기묘한 가족(디지털),  10,000원",,,08관,2019-02-19,85
"09:40,  사바하(디지털),  6,000원","12:10,  사바하(디지털),  9,000원","14:40,  사바하(디지털),  10,000원","17:10,  사바하(디지털),  10,000원","19:40,  사바하(디지털),  10,000원","22:15,  사바하(디지털),  10,000원",,,,01관,2019-02-20,206
"09:30,  극한직업(디지털),  6,000원","11:45,  극한직업(디지털),  9,000원","14:00,  극한직업(디지털),  10,000원","16:15,  극한직업(디지털),  10,000원","18:35,  극한직업(디지털),  10,000원","20:50,  극한직업(디지털),  10,000원","23:10,  극한직업(디지털),  7,000원",,,02관,2019-02-20,246
"10:40,  극한직업(디지털),  7,000원","12:55,  극한직업(디지털),  9,000원","15:10,  극한직업(디지털),  10,000원","17:25,  극한직업(디지털),  10,000원","19:50,  극한직업(디지털),  10,000원","22:05,  극한직업(디지털),  10,000원",,,,03관,2019-02-20,251
"09:50,  알리타: 배틀 엔젤(디지털),  6,000원","12:25,  기묘한 가족(디지털),  9,000원","14:55,  알리타: 배틀 엔젤(디지털),  10,000원","17:40,  기묘한 가족(디지털),  10,000원","20:10,  알리타: 배틀 엔젤(디지털),  10,000원","22:50,  알리타: 배틀 엔젤(디지털),  10,000원",,,,04관,2019-02-20,125
"10:55,  사바하(디지털),  7,000원","13:25,  사바하(디지털),  10,000원","15:55,  사바하(디지털),  10,000원","18:20,  사바하(디지털),  10,000원","21:00,  사바하(디지털),  10,000원","23:30,  사바하(디지털),  10,000원",,,,05관,2019-02-20,134
"10:00,  증인(디지털),  8,000원","12:40,  증인(디지털),  9,000원","15:30,  증인(디지털),  10,000원","18:05,  증인(디지털),  10,000원","20:40,  증인(디지털),  10,000원","23:20,  증인(디지털),  10,000원",,,,06관,2019-02-20,164
"09:35,  콜드 체이싱(디지털),  6,000원","12:00,  콜드 체이싱(디지털),  9,000원","14:25,  콜드 체이싱(디지털),  10,000원","16:50,  콜드 체이싱(디지털),  10,000원","19:15,  콜드 체이싱(디지털),  10,000원","21:40,  콜드 체이싱(디지털),  10,000원",,,,07관,2019-02-20,89
"09:40,  신데렐라:마법 반지의 비밀(디지털더빙),  6,000원","11:30,  해피 데스데이 2 유(디지털),  9,000원","13:40,  모험왕 블링키(디지털더빙)","15:20,  신데렐라:마법 반지의 비밀(디지털더빙),  10,000원","17:15,  명탐정 코난:전율의 악보(디지털),  10,000원","19:35,  증인(디지털),  10,000원","22:30,  해피 데스데이 2 유(디지털),  10,000원",,,08관,2019-02-20,85
"09:40,  사바하(디지털),  6,000원","12:10,  사바하(디지털),  9,000원","14:40,  사바하(디지털),  10,000원","17:10,  사바하(디지털),  10,000원","19:40,  사바하(디지털),  10,000원","22:15,  사바하(디지털),  10,000원",,,,01관,2019-02-21,206
"09:30,  극한직업(디지털),  6,000원","11:45,  극한직업(디지털),  9,000원","14:00,  극한직업(디지털),  10,000원","16:15,  극한직업(디지털),  10,000원","18:35,  극한직업(디지털),  10,000원","20:50,  극한직업(디지털),  10,000원","23:10,  극한직업(디지털),  9,000원",,,02관,2019-02-21,246
"10:40,  극한직업(디지털),  6,000원","12:55,  극한직업(디지털),  9,000원","15:10,  극한직업(디지털),  10,000원","17:25,  극한직업(디지털),  10,000원","19:50,  극한직업(디지털),  10,000원","22:05,  극한직업(디지털),  10,000원",,,,03관,2019-02-21,251
"09:50,  알리타: 배틀 엔젤(디지털),  6,000원","12:25,  기묘한 가족(디지털),  9,000원","14:55,  알리타: 배틀 엔젤(디지털),  10,000원","17:40,  기묘한 가족(디지털),  9,000원","20:10,  알리타: 배틀 엔젤(디지털),  10,000원","22:50,  알리타: 배틀 엔젤(디지털),  10,000원",,,,04관,2019-02-21,125
"10:55,  사바하(디지털),  6,000원","13:25,  사바하(디지털),  10,000원","15:55,  사바하(디지털),  10,000원","18:20,  사바하(디지털),  10,000원","21:00,  사바하(디지털),  10,000원","23:30,  사바하(디지털),  10,000원",,,,05관,2019-02-21,134
"10:00,  증인(디지털),  7,000원","12:40,  증인(디지털),  9,000원","15:30,  증인(디지털),  10,000원","18:05,  증인(디지털),  10,000원","20:40,  증인(디지털),  10,000원","23:20,  증인(디지털),  10,000원",,,,06관,2019-02-21,164
"09:35,  콜드 체이싱(디지털),  6,000원","12:00,  크리드2(디지털),  7,000원","14:35,  콜드 체이싱(디지털),  7,000원","17:00,  크리드2(디지털),  10,000원","19:35,  콜드 체이싱(디지털),  9,000원","22:00,  크리드2(디지털),  10,000원",,,,07관,2019-02-21,89
"09:40,  신데렐라:마법 반지의 비밀(디지털더빙),  6,000원","11:30,  해피 데스데이 2 유(디지털),  9,000원","13:40,  모험왕 블링키(디지털더빙),  10,000원","15:20,  신데렐라:마법 반지의 비밀(디지털더빙),  10,000원","17:15,  명탐정 코난:전율의 악보(디지털),  10,000원","19:35,  증인(디지털),  10,000원","22:30,  해피 데스데이 2 유(디지털),  7,000원",,,08관,2019-02-21,85
"09:40,  사바하(디지털),  7,000원","12:05,  사바하(디지털),  10,000원","14:30,  사바하(디지털),  11,000원","16:55,  사바하(디지털),  11,000원","19:20,  사바하(디지털),  11,000원","21:45,  사바하(디지털),  11,000원","24:10,  사바하(디지털),  9,000원",,,01관,2019-02-22,206
"09:30,  극한직업(디지털),  7,000원","11:45,  극한직업(디지털),  11,000원","14:00,  극한직업(디지털),  11,000원","16:15,  극한직업(디지털),  11,000원","18:35,  극한직업(디지털),  11,000원","20:50,  극한직업(디지털),  11,000원","23:10,  극한직업(디지털),  11,000원",,,02관,2019-02-22,246
"10:40,  극한직업(디지털),  7,000원","12:55,  극한직업(디지털),  11,000원","15:10,  극한직업(디지털),  11,000원","17:25,  극한직업(디지털),  11,000원","19:40,  극한직업(디지털),  11,000원","21:55,  극한직업(디지털),  11,000원","24:15,  극한직업(디지털),  9,000원",,,03관,2019-02-22,251
"09:30,  알리타: 배틀 엔젤(디지털),  7,000원","11:55,  기묘한 가족(디지털),  11,000원","14:10,  알리타: 배틀 엔젤(디지털),  11,000원","16:35,  증인(디지털),  11,000원","19:10,  알리타: 배틀 엔젤(디지털),  11,000원","21:35,  알리타: 배틀 엔젤(디지털),  11,000원","24:00,  기묘한 가족(디지털),  5,000원",,,04관,2019-02-22,125
"10:55,  사바하(디지털),  7,000원","13:25,  사바하(디지털),  11,000원","15:55,  사바하(디지털),  11,000원","18:20,  사바하(디지털),  11,000원","21:00,  사바하(디지털),  11,000원","23:30,  사바하(디지털),  11,000원",,,,05관,2019-02-22,134
"10:00,  증인(디지털),  7,000원","12:40,  증인(디지털),  11,000원","15:30,  증인(디지털),  11,000원","18:05,  증인(디지털),  11,000원","20:40,  증인(디지털),  11,000원","23:20,  증인(디지털),  11,000원",,,,06관,2019-02-22,164
"09:35,  콜드 체이싱(디지털)","12:00,  크리드2(디지털)","14:35,  콜드 체이싱(디지털),  11,000원","17:00,  크리드2(디지털),  10,000원","19:45,  콜드 체이싱(디지털),  11,000원","22:20,  크리드2(디지털),  11,000원",,,,07관,2019-02-22,89
"09:50,  신데렐라:마법 반지의 비밀(디지털더빙),  10,000원","11:40,  해피 데스데이 2 유(디지털),  8,000원","13:45,  모험왕 블링키(디지털더빙)","15:25,  신데렐라:마법 반지의 비밀(디지털더빙),  11,000원","17:15,  명탐정 코난:전율의 악보(디지털),  11,000원","19:35,  증인(디지털),  11,000원","22:10,  해피 데스데이 2 유(디지털),  11,000원","24:20,  해피 데스데이 2 유(디지털),  9,000원",,08관,2019-02-22,85
"09:00,  사바하(디지털),  7,000원","11:25,  사바하(디지털),  11,000원","13:55,  사바하(디지털),  11,000원","16:30,  사바하(디지털),  11,000원","18:55,  사바하(디지털),  11,000원","21:25,  사바하(디지털),  11,000원","23:55,  사바하(디지털),  11,000원",,,01관,2019-02-23,206
"09:10,  극한직업(디지털),  7,000원","11:30,  극한직업(디지털),  11,000원","13:45,  극한직업(디지털),  11,000원","16:00,  극한직업(디지털),  11,000원","18:15,  극한직업(디지털),  11,000원","20:30,  극한직업(디지털),  11,000원","22:45,  극한직업(디지털),  11,000원",,,02관,2019-02-23,246
"10:20,  극한직업(디지털),  10,000원","12:40,  극한직업(디지털),  11,000원","15:00,  극한직업(디지털),  11,000원","17:20,  극한직업(디지털),  11,000원","19:40,  극한직업(디지털),  11,000원","22:00,  극한직업(디지털),  11,000원","24:15,  극한직업(디지털),  9,000원",,,03관,2019-02-23,251
"09:30,  알리타: 배틀 엔젤(디지털),  7,000원","12:00,  기묘한 가족(디지털),  11,000원","14:20,  알리타: 배틀 엔젤(디지털),  11,000원","16:50,  기묘한 가족(디지털),  11,000원","19:10,  알리타: 배틀 엔젤(디지털),  11,000원","21:40,  알리타: 배틀 엔젤(디지털),  11,000원","24:10,  기묘한 가족(디지털),  7,000원",,,04관,2019-02-23,125
"10:00,  사바하(디지털),  7,000원","12:30,  사바하(디지털),  11,000원","15:10,  사바하(디지털),  11,000원","17:40,  사바하(디지털),  11,000원","20:10,  사바하(디지털),  11,000원","22:40,  사바하(디지털),  11,000원",,,,05관,2019-02-23,134
"09:20,  증인(디지털),  10,000원","11:55,  증인(디지털),  11,000원","14:30,  증인(디지털),  11,000원","17:05,  증인(디지털),  11,000원","19:50,  증인(디지털),  11,000원","22:25,  증인(디지털),  11,000원",,,,06관,2019-02-23,164
"09:15,  크리드2(디지털),  7,000원","11:50,  신데렐라:마법 반지의 비밀(디지털더빙),  11,000원","13:40,  콜드 체이싱(디지털),  11,000원","16:05,  크리드2(디지털),  11,000원","18:40,  콜드 체이싱(디지털),  11,000원","21:05,  증인(디지털),  11,000원","23:40,  크리드2(디지털),  8,000원",,,07관,2019-02-23,89
