10회,11회,1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
,,"09:30,  뉴니스(디지털),  5,000원","11:50,  빅토리아 & 압둘(디지털),  7,000원","14:10,  그들이 진심으로 엮을 때(디지털),  7,000원","16:40,  러빙 빈센트(디지털),  7,000원","18:40,  러브, 어게인(디지털),  7,000원","20:40,  너의 췌장을 먹고 싶어(디지털),  7,000원",,,,소극장,2017-11-20,212
,,"09:40,  저스티스 리그(디지털),  6,000원","12:10,  침묵(디지털),  7,000원","14:40,  저스티스 리그(디지털),  7,000원","17:10,  채비(디지털),  7,000원","19:40,  저스티스 리그(디지털),  5,000원",,,,,중극장,2017-11-20,413
,,,"12:30,  올드마린보이(디지털),  7,000원",,"16:30,  수성못(디지털),  7,000원","18:20,  아기와 나(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-20,36
,,,"11:50,  매디슨 카운티의 다리(디지털),  7,000원","14:30,  지배의 공허한 영광 (디지털),  6,000원","17:00,  말과 유토피아(필름),  6,000원","20:00,  앙젤리카의 이상한 사례(필름),  6,000원",,,,,시네마테크관,2017-11-21,212
,,"10:00,  너의 췌장을 먹고 싶어(디지털),  5,000원","12:20,  러빙 빈센트(디지털),  7,000원","14:20,  빅토리아 & 압둘(디지털),  7,000원","16:40,  러브, 어게인(디지털),  7,000원","18:40,  러빙 빈센트(디지털),  7,000원","20:40,  그들이 진심으로 엮을 때(디지털),  7,000원",,,,소극장,2017-11-21,212
,,"09:40,  저스티스 리그(디지털),  5,000원","12:10,  채비(디지털),  7,000원","14:40,  저스티스 리그(디지털),  7,000원","17:10,  침묵(디지털),  7,000원","19:40,  저스티스 리그(디지털),  7,000원",,,,,중극장,2017-11-21,413
,,"13:00,  메소드(디지털),  7,000원","14:50,  유리정원(디지털),  7,000원","17:10,  미스 프레지던트(디지털),  7,000원","19:00,  우리집 멍멍이 진진과 아키다(디지털),  7,000원","20:30,  수성못(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-21,36
,,"10:20,  스코어: 영화음악의 모든 것(디지털),  5,000원","12:20,  히트(디지털),  7,000원","15:30,  카니발(필름),  6,000원","17:30,  수도원(필름),  6,000원","19:30,  신곡(필름),  6,000원",,,,,시네마테크관,2017-11-22,212
,,"09:30,  빅토리아 & 압둘(디지털),  5,000원","11:50,  너의 췌장을 먹고 싶어(디지털),  7,000원","14:10,  뉴니스(디지털),  7,000원","16:30,  러빙 빈센트(디지털),  7,000원","18:30,  러브, 어게인(디지털),  7,000원","20:30,  그들이 진심으로 엮을 때(디지털),  7,000원",,,,소극장,2017-11-22,212
,,,"12:10,  꾼(디지털),  7,000원","14:40,  저스티스 리그(디지털),  7,000원","17:10,  꾼(디지털),  7,000원","19:40,  꾼(디지털),  7,000원",,,,,중극장,2017-11-22,413
,,"12:30,  그리다(디지털),  7,000원","14:10,  내 친구 정일우(디지털),  7,000원","17:40,  우리집 멍멍이 진진과 아키다(디지털),  7,000원",,"19:10,  로마서 8:37(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-22,36
,,"10:00,  러빙 빈센트(디지털),  5,000원","12:00,  매디슨 카운티의 다리(디지털),  7,000원","14:40,  벤자민 버튼의 시간은 거꾸로 간다(디지털),  7,000원","17:50,  러빙 빈센트(디지털),  7,000원","19:50,  히트(디지털),  7,000원",,,,,시네마테크관,2017-11-23,212
,,"10:10,  러브, 어게인(디지털),  5,000원","12:10,  인투 더 포레스트(디지털),  7,000원","14:20,  빛나는(디지털),  7,000원","16:30,  조용한 열정(디지털),  7,000원",,"19:00,  시크릿 레터(디지털),  7,000원",,,,소극장,2017-11-23,212
,,"09:50,  저스티스 리그(디지털),  5,000원",,,,,,,,,중극장,2017-11-23,413
,,"12:30,  메소드(디지털),  7,000원",,"16:30,  폭력의 씨앗(디지털),  7,000원","18:20,  국정교과서 516일 : 끝나지 않은 역사전쟁(디지털),  7,000원","20:20,  아기와 나(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-23,36
,,"11:00,  그럼에도 불구하고(디지털),  6,000원",,,,,,,,,시네마테크관,2017-11-24,212
,,"11:00,  소성리(디지털),  6,000원",,,,,,,,,소극장,2017-11-24,212
,,"09:40,  꾼(디지털),  5,000원","12:10,  저스티스 리그(디지털),  7,000원","14:40,  채비(디지털),  7,000원","17:10,  꾼(디지털),  7,000원","19:40,  저스티스 리그(디지털),  6,000원",,,,,중극장,2017-11-24,413
,,"11:30,  내 친구 정일우(디지털),  7,000원","13:20,  로마서 8:37(디지털),  7,000원","16:00,  유리정원(디지털),  7,000원","18:20,  아기와 나(디지털),  7,000원","20:40,  메소드(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-24,36
,,,,,,"20:00,  잠 못 드는 밤(디지털),  6,000원",,,,,시네마테크관,2017-11-25,212
,,,,,,"19:00,  헤이는(디지털),  6,000원",,,,,소극장,2017-11-25,212
,,"09:40,  저스티스 리그(디지털),  5,000원","12:10,  꾼(디지털),  7,000원","14:40,  저스티스 리그(디지털),  7,000원","17:10,  꾼(디지털),  7,000원","19:40,  꾼(디지털),  7,000원",,,,,중극장,2017-11-25,413
,,"11:30,  국정교과서 516일 : 끝나지 않은 역사전쟁(디지털),  7,000원","13:30,  메소드(디지털),  7,000원","15:20,  아기와 나(디지털),  5,000원","17:40,  로마서 8:37(디지털),  7,000원","20:20,  소통과 거짓말(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-25,36
,,,,,,"20:00,  그럼에도 불구하고(디지털),  6,000원",,,,,시네마테크관,2017-11-26,212
,,,,,,"19:30,  소성리(디지털),  6,000원",,,,,소극장,2017-11-26,212
,,"09:40,  꾼(디지털),  5,000원","12:10,  저스티스 리그(디지털),  7,000원","14:40,  꾼(디지털),  7,000원","17:10,  저스티스 리그(디지털),  7,000원","19:30,  채비(디지털),  7,000원",,,,,중극장,2017-11-26,413
,,"11:30,  유리정원(디지털),  7,000원","13:50,  내 친구 정일우(디지털),  7,000원","15:40,  국정교과서 516일 : 끝나지 않은 역사전쟁(디지털),  7,000원","17:40,  아기와 나(디지털),  7,000원","20:00,  미스 프레지던트(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-11-26,36
,,,"14:00,  한여름의 판타지아(디지털),  6,000원",,,,,,,,시네마테크관,2017-11-27,212
,,"11:00,  헤이는(디지털),  6,000원",,,,,"20:00,  메소드(디지털),  7,000원",,,,소극장,2017-11-27,212
,,"09:40,  저스티스 리그(디지털),  5,000원","12:10,  꾼(디지털),  7,000원","14:40,  꾼(디지털),  7,000원","17:10,  저스티스 리그(디지털),  7,000원","19:40,  꾼(디지털),  7,000원",,,,,중극장,2017-11-27,413
,,"10:00,  너의 췌장을 먹고 싶어(디지털),  5,000원","12:30,  폭력의 씨앗(디지털),  5,000원","14:20,  올드마린보이(디지털),  6,000원","16:10,  소통과 거짓말(디지털),  7,000원","18:20,  유리정원(디지털),  7,000원","20:40,  국정교과서 516일 : 끝나지 않은 역사전쟁(디지털),  5,000원",,,,인디플러스 영화의 전당,2017-11-27,36
,,,"12:30,  러빙 빈센트(디지털),  7,000원","14:30,  베닐드 혹은 성모 (필름),  6,000원","17:00,  불확실성의 원리(필름),  6,000원","20:00,  눈먼 남자의 허풍(필름),  6,000원",,,,,시네마테크관,2017-11-28,212
,,"09:30,  러브, 어게인(디지털),  5,000원","11:30,  조용한 열정(디지털),  7,000원","14:00,  시크릿 레터(디지털),  7,000원","16:30,  빛나는(디지털),  7,000원","18:40,  인투 더 포레스트(디지털),  7,000원","20:50,  그들이 진심으로 엮을 때(디지털),  7,000원",,,,소극장,2017-11-28,212
,,"09:40,  꾼(디지털),  5,000원","12:10,  채비(디지털),  7,000원","14:40,  저스티스 리그(디지털),  7,000원","17:10,  꾼(디지털),  7,000원",,,,,,중극장,2017-11-28,413
,,"11:30,  올드마린보이(디지털),  7,000원","13:20,  로마서 8:37(디지털),  7,000원","16:00,  미스 프레지던트(디지털),  7,000원","17:50,  아기와 나(디지털),  7,000원",,,,,,인디플러스 영화의 전당,2017-11-28,36
,,"10:20,  벤자민 버튼의 시간은 거꾸로 간다(디지털),  3,500원",,"13:30,  지배의 공허한 영광 (디지털),  3,000원","16:00,  아브라함 계곡 (필름),  3,000원","20:00,  제5제국(필름),  3,000원",,,,,시네마테크관,2017-11-29,212
,,"10:10,  빛나는(디지털),  3,500원","12:20,  조용한 열정(디지털),  3,500원","14:50,  시크릿 레터(디지털),  3,500원","17:20,  인투 더 포레스트(디지털),  3,500원",,,,,,소극장,2017-11-29,212
,,,"12:00,  기억의 밤(디지털),  7,000원","14:20,  오리엔트 특급 살인(디지털),  7,000원","16:40,  기억의 밤(디지털),  7,000원",,"20:40,  오리엔트 특급 살인(디지털),  5,000원",,,,중극장,2017-11-29,413
,,,"14:50,  국정교과서 516일 : 끝나지 않은 역사전쟁(디지털),  3,500원","16:50,  인디스데이 11월(디지털),  1,000원","18:30,  내 친구 정일우(디지털),  3,500원","20:20,  인디스데이 11월(디지털),  1,000원",,,,,인디플러스 영화의 전당,2017-11-29,36
,,"10:50,  히트(디지털),  7,000원",,"14:00,  프란시스카(디지털),  6,000원","17:30,  불안(필름),  6,000원","20:00,  나는 집으로 돌아가리라(필름),  6,000원",,,,,시네마테크관,2017-11-30,212
,,"09:30,  러브, 어게인(디지털),  5,000원","11:30,  우리는 같은 꿈을 꾼다(디지털),  7,000원","13:50,  조용한 열정(디지털),  7,000원","16:20,  시크릿 레터(디지털),  7,000원","18:50,  러빙 빈센트(디지털),  7,000원","20:50,  인투 더 포레스트(디지털),  7,000원",,,,소극장,2017-11-30,212
,,"10:00,  꾼(디지털),  5,000원","12:30,  꾼(디지털),  7,000원","14:50,  오리엔트 특급 살인(디지털),  7,000원","17:10,  기억의 밤(디지털),  7,000원","19:20,  오리엔트 특급 살인(디지털),  7,000원",,,,,중극장,2017-11-30,413
,,"11:30,  미스 프레지던트(디지털),  0원","13:20,  유리정원(디지털),  7,000원",,,,,,,,인디플러스 영화의 전당,2017-11-30,36
,,"10:20,  매디슨 카운티의 다리(디지털),  6,000원","13:00,  러빙 빈센트(디지털),  7,000원","15:00,  편지(필름),  6,000원","17:30,  제5제국(필름),  6,000원","20:00,  방문 혹은 기억과 고백 (디지털),  6,000원",,,,,시네마테크관,2017-12-01,212
,,"09:20,  빛나는(디지털),  5,000원","11:30,  그들이 진심으로 엮을 때(디지털),  7,000원","14:00,  우리는 같은 꿈을 꾼다(디지털),  7,000원","16:20,  러브, 어게인(디지털),  7,000원","18:20,  시크릿 레터(디지털),  7,000원","20:50,  조용한 열정(디지털),  7,000원",,,,소극장,2017-12-01,212
,,,"13:00,  오리엔트 특급 살인(디지털),  7,000원","15:20,  꾼(디지털),  7,000원","17:40,  오리엔트 특급 살인(디지털),  7,000원","20:00,  기억의 밤(디지털),  7,000원",,,,,중극장,2017-12-01,413
,,"12:30,  내 친구 정일우(디지털),  0원","14:20,  로마서 8:37(디지털),  7,000원",,"18:50,  메소드(디지털),  7,000원",,,,,,인디플러스 영화의 전당,2017-12-01,36
,,"09:40,  히트(디지털),  5,000원",,"12:50,  말과 유토피아(필름),  6,000원","15:30,  마법의 거울(필름),  6,000원","18:30,  토킹 픽처(필름),  6,000원",,,,,시네마테크관,2017-12-02,212
,,"09:40,  인투 더 포레스트(디지털),  5,000원","11:50,  조용한 열정(디지털),  7,000원","14:20,  러빙 빈센트(디지털),  7,000원","16:20,  우리는 같은 꿈을 꾼다(디지털),  7,000원","18:40,  빛나는(디지털),  7,000원","20:50,  시크릿 레터(디지털),  7,000원",,,,소극장,2017-12-02,212
,,"10:10,  기억의 밤(디지털),  5,000원","12:30,  꾼(디지털),  7,000원","15:00,  기억의 밤(디지털),  7,000원","17:20,  꾼(디지털),  7,000원","19:50,  기억의 밤(디지털),  7,000원",,,,,중극장,2017-12-02,413
,,"09:40,  오리엔트 특급 살인(디지털),  5,000원","12:00,  저스티스 리그(디지털),  7,000원","14:20,  오리엔트 특급 살인(디지털),  7,000원","16:40,  저스티스 리그(디지털),  7,000원","20:00,  꾼(디지털),  7,000원",,,,,하늘연극장,2017-12-02,841
,,"11:30,  유리정원(디지털),  5,000원","13:50,  아기와 나(디지털),  5,000원",,,"20:20,  미스 프레지던트(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-12-02,36
,,"10:20,  벤자민 버튼의 시간은 거꾸로 간다(디지털),  5,000원",,"13:30,  비단 구두 1(필름)+비단 구두 2(필름)+비단 구두 3(필름),  6,000원",,,,,,,시네마테크관,2017-12-03,212
,,"09:40,  러빙 빈센트(디지털),  5,000원","11:40,  시크릿 레터(디지털),  7,000원","14:10,  러빙 빈센트(디지털),  7,000원","16:10,  빛나는(디지털),  7,000원","18:20,  우리는 같은 꿈을 꾼다(디지털),  7,000원","20:40,  그들이 진심으로 엮을 때(디지털),  7,000원",,,,소극장,2017-12-03,212
,,"10:10,  꾼(디지털),  5,000원","12:30,  기억의 밤(디지털),  7,000원","15:00,  꾼(디지털),  7,000원","17:20,  기억의 밤(디지털),  7,000원","19:40,  기억의 밤(디지털),  7,000원",,,,,중극장,2017-12-03,413
,,"09:40,  저스티스 리그(디지털),  5,000원","12:00,  오리엔트 특급 살인(디지털),  7,000원","14:20,  저스티스 리그(디지털),  7,000원","16:40,  오리엔트 특급 살인(디지털),  7,000원","19:00,  오리엔트 특급 살인(디지털),  7,000원",,,,,하늘연극장,2017-12-03,841
,,"11:30,  국정교과서 516일 : 끝나지 않은 역사전쟁(디지털),  7,000원","13:30,  메소드(디지털),  7,000원","15:20,  내 친구 정일우(디지털),  7,000원","17:10,  로마서 8:37(디지털),  7,000원","19:50,  아기와 나(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-12-03,36
,,"11:00,  인정사정 볼 것 없다(디지털),  0원","14:00,  개그맨(디지털),  0원","16:30,  미술관 옆 동물원(디지털),  0원","19:00,  8월의 크리스마스(디지털),  0원",,,,,,시네마테크관,2017-12-04,212
,,"09:30,  조용한 열정(디지털),  6,000원","12:00,  시크릿 레터(디지털),  7,000원","14:30,  러브, 어게인(디지털),  7,000원","16:30,  러빙 빈센트(디지털),  7,000원",,"20:40,  우리는 같은 꿈을 꾼다(디지털),  7,000원",,,,소극장,2017-12-04,212
,,"09:20,  기억의 밤(디지털),  5,000원","11:30,  오리엔트 특급 살인(디지털),  7,000원","13:50,  기억의 밤(디지털),  7,000원","16:00,  꾼(디지털),  7,000원","18:20,  오리엔트 특급 살인(디지털),  7,000원","20:40,  기억의 밤(디지털),  7,000원",,,,중극장,2017-12-04,413
,,"10:00,  오리엔트 특급 살인(디지털),  5,000원",,"14:30,  소통과 거짓말(디지털),  7,000원","16:40,  미스 프레지던트(디지털),  7,000원","20:20,  내 친구 정일우(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-12-04,36
,,"10:20,  러빙 빈센트(디지털),  6,000원","12:20,  히트(디지털),  7,000원","15:30,  파티(필름),  6,000원","17:30,  절망의 날 (필름),  6,000원","20:00,  나의 경우 (필름),  6,000원",,,,,시네마테크관,2017-12-05,212
,,"11:10,  빛나는(디지털),  7,000원","13:20,  조용한 열정(디지털),  7,000원","15:50,  그들이 진심으로 엮을 때(디지털),  7,000원","18:20,  우리는 같은 꿈을 꾼다(디지털),  7,000원","20:40,  인투 더 포레스트(디지털),  7,000원",,,,,소극장,2017-12-05,212
,,,"13:00,  기억의 밤(디지털),  7,000원","15:20,  오리엔트 특급 살인(디지털),  7,000원","17:50,  기억의 밤(디지털),  7,000원","20:10,  오리엔트 특급 살인(디지털),  7,000원",,,,,중극장,2017-12-05,413
,,,"13:20,  메소드(디지털),  7,000원","15:10,  로마서 8:37(디지털),  7,000원",,,,,,,인디플러스 영화의 전당,2017-12-05,36
,,,"13:00,  게보와 그림자 (디지털),  6,000원","15:30,  불안(필름),  6,000원","18:00,  세계의 시초로의 여행 (필름),  6,000원","20:00,  세브린느, 38년 후(필름),  6,000원",,,,,시네마테크관,2017-12-06,212
