순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수
11,뽀로로 극장판 눈요정 마을 대모험,,5,0.2%,721000,1269500700,167,254045
14,파티51,2014-12-11,4,0.2%,210000,15143800,29,2037
15,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,176000,186986500,27,25215
16,고양이 장례식,2015-01-15,2,0.1%,1533000,11512600,175,1420
17,춘하추동 로맨스,2014-12-04,1,0.0%,21000,8119800,3,1200
17,숫호구,2014-08-07,1,0.0%,22000,16348000,4,2117
17,악사들,2014-12-04,1,0.0%,12000,7733200,2,1372
17,카토 프로젝트,2014-04-17,1,0.0%,4000,1918000,2,635
17,두 번째 엄마,2014-12-31,1,0.0%,14000,1010000,2,239
17,"제자, 옥한흠",2014-10-30,1,0.0%,40000,359310200,5,48904
17,다이빙벨,2014-10-23,1,0.0%,96000,341616500,12,49300
17,카트,2014-11-13,1,0.0%,236000,5924979433,30,813982
17,레드 툼,2015-07-09,1,0.0%,35000,1257000,7,230
17,순천,2014-09-04,1,0.0%,10000,22832200,5,3610
17,족구왕,2014-08-21,1,0.0%,40000,359459000,5,45666
17,못,2014-11-20,1,0.0%,10000,16941600,2,2368
17,앙상블,2014-12-18,1,0.0%,34000,6939500,6,900
17,독립영화발표회(251회) - 박영석 프로그래머 추천전,,1,0.0%,0,0,0,0
17,자유의 언덕,2014-09-04,1,0.0%,48000,310619827,6,38286
1,국제시장,2014-12-17,647,26.6%,1071601300,80063210961,145016,10291580
2,허삼관,2015-01-14,621,25.6%,630807800,1246374900,84013,165516
3,오늘의 연애,2015-01-14,598,24.6%,1170496100,2269969100,153283,294805
4,"님아, 그 강을 건너지 마오",2014-11-27,256,10.5%,67959800,36648743179,9649,4706064
5,기술자들,2014-12-24,136,5.6%,22670800,19759415483,2890,2547607
6,워킹걸,2015-01-07,45,1.9%,7647300,1092746279,1012,135156
7,고양이 장례식,2015-01-15,42,1.7%,1344900,12857500,182,1602
8,개를 훔치는 완벽한 방법,2014-12-31,19,0.8%,7342200,1692260965,1035,222840
9,미라클 여행기,2015-01-15,12,0.5%,474400,7405400,62,1413
10,쿼바디스,2014-12-10,11,0.5%,733000,142510300,106,18942
11,목숨,2014-12-04,6,0.2%,177000,283574600,23,36890
12,뽀로로 극장판 눈요정 마을 대모험,,5,0.2%,999000,1270499700,234,254279
13,상의원,2014-12-24,4,0.2%,1922000,6200185964,245,789873
13,꽃보다 처녀귀신,2015-01-15,4,0.2%,638000,638000,127,127
15,다이빙벨,2014-10-23,3,0.1%,117000,341733500,15,49315
15,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,152000,187138500,24,25239
15,설해,2015-01-08,3,0.1%,17000,27436500,3,3656
15,강남 1970,2015-01-21,3,0.1%,5512000,18882000,689,2201
19,가자! 장미여관으로 3 - 방황 무삭제 감독판,2015-01-15,2,0.1%,28000,28000,4,4
19,흑연비수,1974-03-09,2,0.1%,28000,28000,4,4
19,"제자, 옥한흠",2014-10-30,2,0.1%,254000,359564200,32,48936
22,더 테너 리리코 스핀토,2014-12-31,1,0.0%,576000,375615941,64,48590
22,파티51,2014-12-11,1,0.0%,21000,15164800,3,2040
22,경주,2014-06-12,1,0.0%,24000,473421500,3,63498
22,순천,2014-09-04,1,0.0%,4000,22836200,2,3612
22,자유의 언덕,2014-09-04,1,0.0%,104000,310723827,13,38299
22,도도하라,,1,0.0%,62000,62000,31,31
1,국제시장,2014-12-17,673,27.5%,1244299887,81307510848,157521,10449101
2,오늘의 연애,2015-01-14,625,25.6%,1280142013,3550111113,157607,452412
3,허삼관,2015-01-14,582,23.8%,697718687,1944093587,87228,252744
4,"님아, 그 강을 건너지 마오",2014-11-27,254,10.4%,63604700,36712347879,8273,4714337
5,기술자들,2014-12-24,133,5.4%,25371200,19784786683,3069,2550676
6,고양이 장례식,2015-01-15,46,1.9%,1626500,14484000,195,1797
7,워킹걸,2015-01-07,45,1.8%,10259000,1103005279,1240,136396
8,개를 훔치는 완벽한 방법,2014-12-31,20,0.8%,10380500,1702641465,1273,224113
9,미라클 여행기,2015-01-15,12,0.5%,296000,7701400,38,1451
10,쿼바디스,2014-12-10,8,0.3%,764000,143274300,102,19044
11,강남 1970,2015-01-21,7,0.3%,12046000,30928000,1334,3535
12,꽃보다 처녀귀신,2015-01-15,5,0.2%,894000,1532000,178,305
12,목숨,2014-12-04,5,0.2%,186000,283760600,24,36914
12,뽀로로 극장판 눈요정 마을 대모험,,5,0.2%,1164000,1271663700,289,254568
15,설해,2015-01-08,4,0.2%,90000,27526500,17,3673
15,상의원,2014-12-24,4,0.2%,657000,6200842964,84,789957
17,"제자, 옥한흠",2014-10-30,3,0.1%,130000,359694200,17,48953
17,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,96000,187234500,17,25256
19,생각보다 맑은,2015-01-22,2,0.1%,2754000,3888000,459,585
19,자유의 언덕,2014-09-04,2,0.1%,73000,310796827,10,38309
21,순천,2014-09-04,1,0.0%,10000,22846200,5,3617
21,한공주,2014-04-17,1,0.0%,35000,1786896300,4,225256
21,못,2014-11-20,1,0.0%,7000,16948600,1,2369
21,더 테너 리리코 스핀토,2014-12-31,1,0.0%,367000,375982941,41,48631
21,카토 프로젝트,2014-04-17,1,0.0%,4000,1922000,2,637
21,악사들,2014-12-04,1,0.0%,7000,7740200,1,1373
21,파티51,2014-12-11,1,0.0%,7000,15171800,1,2041
21,다이빙벨,2014-10-23,1,0.0%,152000,341885500,19,49334
1,국제시장,2014-12-17,742,28.7%,2678070482,83985581330,333477,10782578
2,오늘의 연애,2015-01-14,709,27.5%,2306021718,5856132831,282070,734482
3,허삼관,2015-01-14,581,22.5%,1390044382,3334137969,172506,425250
4,"님아, 그 강을 건너지 마오",2014-11-27,255,9.9%,126140100,36838487979,15677,4730014
5,기술자들,2014-12-24,114,4.4%,39566500,19824353183,4778,2555454
6,워킹걸,2015-01-07,52,2.0%,22585700,1125590979,2689,139085
7,고양이 장례식,2015-01-15,43,1.7%,2081000,16565000,252,2049
8,개를 훔치는 완벽한 방법,2014-12-31,21,0.8%,17689500,1720330965,2229,226342
9,강남 1970,2015-01-21,12,0.5%,20316100,51244100,2435,5970
10,미라클 여행기,2015-01-15,10,0.4%,826000,8527400,101,1552
11,뽀로로 극장판 눈요정 마을 대모험,,7,0.3%,1278500,1272942200,254,254822
12,쿼바디스,2014-12-10,6,0.2%,672500,143946800,87,19131
13,꽃보다 처녀귀신,2015-01-15,5,0.2%,900000,2432000,179,484
14,목숨,2014-12-04,4,0.2%,329000,284089600,43,36957
15,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,219000,187453500,31,25287
15,설해,2015-01-08,3,0.1%,380000,27906500,44,3717
15,다이빙벨,2014-10-23,3,0.1%,247000,342132500,34,49368
18,상의원,2014-12-24,2,0.1%,409000,6201251964,49,790006
18,"제자, 옥한흠",2014-10-30,2,0.1%,205000,359899200,24,48977
18,더 테너 리리코 스핀토,2014-12-31,2,0.1%,1532000,377514941,187,48818
21,자유의 언덕,2014-09-04,1,0.0%,207000,311003827,23,38332
21,내 심장을 쏴라,2015-01-28,1,0.0%,994000,994000,142,142
21,카토 프로젝트,2014-04-17,1,0.0%,4000,1926000,2,639
21,순천,2014-09-04,1,0.0%,10000,22856200,5,3622
21,파티51,2014-12-11,1,0.0%,49000,15220800,7,2048
1,국제시장,2014-12-17,741,29.2%,2535865900,86521447230,317114,11099692
2,오늘의 연애,2015-01-14,694,27.4%,1955542900,7811675731,238918,973400
3,허삼관,2015-01-14,559,22.0%,1264243000,4598380969,157682,582932
4,"님아, 그 강을 건너지 마오",2014-11-27,254,10.0%,132855200,36971343179,16444,4746458
5,기술자들,2014-12-24,110,4.3%,32425500,19856778683,3868,2559322
6,워킹걸,2015-01-07,45,1.8%,13141000,1138731979,1600,140685
7,고양이 장례식,2015-01-15,37,1.5%,1753600,18318600,211,2260
8,개를 훔치는 완벽한 방법,2014-12-31,21,0.8%,19382400,1739713365,2480,228822
9,쿼바디스,2014-12-10,12,0.5%,1430200,145377000,179,19310
9,강남 1970,2015-01-21,12,0.5%,21581000,72825100,2299,8269
11,미라클 여행기,2015-01-15,11,0.4%,500000,9027400,67,1619
12,뽀로로 극장판 눈요정 마을 대모험,,8,0.3%,2357500,1275299700,554,255376
13,꽃보다 처녀귀신,2015-01-15,5,0.2%,894000,3326000,178,662
14,다이빙벨,2014-10-23,4,0.2%,2066000,344198500,270,49638
14,목숨,2014-12-04,4,0.2%,320000,284409600,39,36996
16,설해,2015-01-08,3,0.1%,383000,28289500,40,3757
16,상의원,2014-12-24,3,0.1%,413000,6201664964,48,790054
16,파티51,2014-12-11,3,0.1%,140000,15360800,20,2068
16,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,208000,187661500,30,25317
20,더 테너 리리코 스핀토,2014-12-31,2,0.1%,683000,378197941,89,48907
20,누구에게나 찬란한,2014-11-06,2,0.1%,1272000,137456900,318,20183
22,카토 프로젝트,2014-04-17,1,0.0%,4000,1930000,2,641
22,"제자, 옥한흠",2014-10-30,1,0.0%,70000,359969200,8,48985
22,자유의 언덕,2014-09-04,1,0.0%,108000,311111827,12,38344
22,순천,2014-09-04,1,0.0%,10000,22866200,5,3627
1,국제시장,2014-12-17,681,29.0%,812404500,87333851730,109925,11209617
2,오늘의 연애,2015-01-14,624,26.5%,704048200,8515723931,92463,1065863
3,허삼관,2015-01-14,531,22.6%,407690700,5006071669,54693,637625
4,"님아, 그 강을 건너지 마오",2014-11-27,236,10.0%,43745300,37015088479,6017,4752475
5,기술자들,2014-12-24,118,5.0%,15591200,19872369883,2005,2561327
6,워킹걸,2015-01-07,41,1.7%,5746500,1144478479,755,141440
7,고양이 장례식,2015-01-15,34,1.4%,988300,19306900,131,2391
8,개를 훔치는 완벽한 방법,2014-12-31,24,1.0%,8722800,1748436165,1240,230062
9,미라클 여행기,2015-01-15,12,0.5%,921100,9948500,127,1746
10,쿼바디스,2014-12-10,9,0.4%,487000,145864000,66,19376
11,목숨,2014-12-04,6,0.3%,240000,284649600,36,37032
12,꽃보다 처녀귀신,2015-01-15,5,0.2%,888000,4214000,177,839
13,상의원,2014-12-24,4,0.2%,307000,6201971964,43,790097
13,설해,2015-01-08,4,0.2%,397000,28686500,47,3804
15,거인,2014-11-13,3,0.1%,194000,176287400,27,23292
15,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,236000,187897500,35,25352
17,뽀로로 극장판 눈요정 마을 대모험,,2,0.1%,61000,1275360700,11,255387
17,"제자, 옥한흠",2014-10-30,2,0.1%,55000,360024200,7,48992
17,파티51,2014-12-11,2,0.1%,134000,15494800,18,2086
17,더 테너 리리코 스핀토,2014-12-31,2,0.1%,589500,378787441,78,48985
21,2015 우수 단편영화 상영 03,,1,0.0%,0,0,0,0
21,카토 프로젝트,2014-04-17,1,0.0%,2000,1932000,1,642
21,한공주,2014-04-17,1,0.0%,8000,1786904300,1,225257
21,자유의 언덕,2014-09-04,1,0.0%,72000,311183827,9,38353
21,다이빙벨,2014-10-23,1,0.0%,87000,344285500,11,49649
21,순천,2014-09-04,1,0.0%,10000,22876200,5,3632
21,생각보다 맑은,2015-01-22,1,0.0%,1542000,5430000,257,842
21,"1789, 바스티유의 연인들",2014-09-18,1,0.0%,200000,68608500,10,4040
1,국제시장,2014-12-17,690,29.1%,772653900,88106505630,106049,11315666
2,오늘의 연애,2015-01-14,621,26.2%,660231400,9175955331,86967,1152830
3,허삼관,2015-01-14,530,22.3%,395788300,5401859969,53266,690891
4,"님아, 그 강을 건너지 마오",2014-11-27,243,10.2%,48362800,37063451279,6908,4759383
5,기술자들,2014-12-24,110,4.6%,15265900,19887635783,1978,2563305
6,워킹걸,2015-01-07,41,1.7%,6263000,1150741479,822,142262
7,고양이 장례식,2015-01-15,39,1.6%,1245000,20551900,166,2557
8,개를 훔치는 완벽한 방법,2014-12-31,24,1.0%,11394300,1759830465,1541,231603
9,쿼바디스,2014-12-10,11,0.5%,914500,146778500,131,19507
10,미라클 여행기,2015-01-15,9,0.4%,455500,10404000,62,1808
11,강남 1970,2015-01-21,8,0.3%,20424000,93249100,2553,10822
12,목숨,2014-12-04,7,0.3%,217000,284866600,31,37063
13,설해,2015-01-08,6,0.3%,372000,29058500,45,3849
14,꽃보다 처녀귀신,2015-01-15,5,0.2%,882000,5096000,176,1015
15,상의원,2014-12-24,3,0.1%,422000,6202393964,56,790153
15,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,210000,188107500,30,25382
15,뽀로로 극장판 눈요정 마을 대모험,,3,0.1%,249000,1275609700,64,255451
18,더 테너 리리코 스핀토,2014-12-31,2,0.1%,696000,379483441,96,49081
18,파티51,2014-12-11,2,0.1%,163000,15657800,21,2107
18,내 심장을 쏴라,2015-01-28,2,0.1%,4248000,5242000,531,673
18,자유의 언덕,2014-09-04,2,0.1%,117000,311300827,15,38368
22,카토 프로젝트,2014-04-17,1,0.0%,4000,1936000,2,644
22,악사들,2014-12-04,1,0.0%,29000,7769200,5,1378
22,장미빛 인생,1994-08-06,1,0.0%,303000,3757000,150,1877
22,아름다운 팔도강산,1972-01-01,1,0.0%,1862000,5268000,931,2634
22,못,2014-11-20,1,0.0%,5000,16953600,1,2370
22,순천,2014-09-04,1,0.0%,8000,22884200,4,3636
22,거인,2014-11-13,1,0.0%,202000,176489400,27,23319
22,다이빙벨,2014-10-23,1,0.0%,169000,344454500,22,49671
22,"제자, 옥한흠",2014-10-30,1,0.0%,124000,360148200,19,49011
22,1월 단편 상상극장 – 맛있게 먹겠습니다,,1,0.0%,42000,245000,6,35
22,생각보다 맑은,2015-01-22,1,0.0%,660000,6090000,110,952
1,강남 1970,2015-01-21,684,29.5%,1184775700,1278024800,152329,163151
2,국제시장,2014-12-17,562,24.2%,658452400,88764958030,89895,11405561
3,오늘의 연애,2015-01-14,471,20.3%,464770500,9640725831,61808,1214638
4,허삼관,2015-01-14,380,16.4%,191094100,5592954069,26099,716990
5,"님아, 그 강을 건너지 마오",2014-11-27,107,4.6%,20632600,37084083879,2863,4762246
6,워킹걸,2015-01-07,20,0.9%,1915000,1152656479,279,142541
7,개를 훔치는 완벽한 방법,2014-12-31,17,0.7%,5190200,1765020665,729,232332
8,고양이 장례식,2015-01-15,14,0.6%,529000,21080900,64,2621
9,미라클 여행기,2015-01-15,12,0.5%,307000,10711000,42,1850
10,쿼바디스,2014-12-10,9,0.4%,608000,147386500,84,19591
11,내 심장을 쏴라,2015-01-28,7,0.3%,9624000,14866000,1203,1876
12,목숨,2014-12-04,6,0.3%,156000,285022600,24,37087
13,설해,2015-01-08,5,0.2%,345000,29403500,43,3892
13,꽃보다 처녀귀신,2015-01-15,5,0.2%,888000,5984000,177,1192
15,그 사람 그 사랑 그 세상,2014-11-20,4,0.2%,155000,188262500,26,25408
16,뽀로로 극장판 눈요정 마을 대모험,,2,0.1%,295000,1275904700,102,255553
16,기술자들,2014-12-24,2,0.1%,103000,19887738783,13,2563318
16,다이빙벨,2014-10-23,2,0.1%,351000,344805500,68,49739
16,파티51,2014-12-11,2,0.1%,147000,15804800,21,2128
20,자유의 언덕,2014-09-04,1,0.0%,96000,311396827,12,38380
20,더 테너 리리코 스핀토,2014-12-31,1,0.0%,224000,379707441,27,49108
20,순천,2014-09-04,1,0.0%,8000,22892200,4,3640
20,장미빛 인생,1994-08-06,1,0.0%,258000,4015000,129,2006
20,1월 독립영화의 재발견 '벼랑 끝의 사람들',,1,0.0%,45000,45000,9,9
20,미워도 다시 한번 2,,1,0.0%,210000,2916000,105,1458
20,아름다운 팔도강산,1972-01-01,1,0.0%,1622000,6890000,811,3445
20,문감독 예고편 : 40MIN,,1,0.0%,4000,663000,1,134
20,표정들,,1,0.0%,0,493200,0,84
20,"제자, 옥한흠",2014-10-30,1,0.0%,135000,360283200,17,49028
20,카토 프로젝트,2014-04-17,1,0.0%,4000,1940000,2,646
1,강남 1970,2015-01-21,696,29.7%,1002597100,2280621900,128753,291904
2,국제시장,2014-12-17,578,24.7%,630133200,89395091230,86643,11492204
3,오늘의 연애,2015-01-14,477,20.4%,423764200,10064490031,56568,1271206
4,허삼관,2015-01-14,375,16.0%,168517900,5761471969,23312,740302
5,"님아, 그 강을 건너지 마오",2014-11-27,104,4.4%,17078800,37101162679,2400,4764646
6,개를 훔치는 완벽한 방법,2014-12-31,18,0.8%,5946300,1770966965,839,233171
7,생각보다 맑은,2015-01-22,17,0.7%,2896000,8986000,395,1347
8,워킹걸,2015-01-07,16,0.7%,624000,1153280479,89,142630
9,쎄시봉,2015-02-05,12,0.5%,32451000,32451000,3853,3853
10,미라클 여행기,2015-01-15,8,0.3%,165000,10876000,23,1873
11,쿼바디스,2014-12-10,6,0.3%,370000,147756500,50,19641
12,목숨,2014-12-04,5,0.2%,1482000,286504600,246,37333
13,뽀로로 극장판 눈요정 마을 대모험,,4,0.2%,859000,1276763700,219,255772
14,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,219000,188481500,36,25444
15,고양이 장례식,2015-01-15,2,0.1%,48000,21128900,8,2629
15,꽃보다 처녀귀신,2015-01-15,2,0.1%,500000,6484000,100,1292
17,카토 프로젝트,2014-04-17,1,0.0%,4000,1944000,2,648
17,야간비행,2014-08-28,1,0.0%,18000,72944100,3,9160
17,내 심장을 쏴라,2015-01-28,1,0.0%,1400000,16266000,200,2076
17,자유의 언덕,2014-09-04,1,0.0%,64000,311460827,8,38388
17,기술자들,2014-12-24,1,0.0%,1088000,19888826783,136,2563454
17,아름다운 팔도강산,1972-01-01,1,0.0%,1248000,8138000,624,4069
17,미워도 다시 한번 2,,1,0.0%,248000,3164000,124,1582
17,장미빛 인생,1994-08-06,1,0.0%,204000,4219000,102,2108
17,워낭소리,2009-01-15,1,0.0%,8000,19075912900,1,2934434
17,두 개의 문,2012-06-21,1,0.0%,8000,504878000,1,73658
17,설해,2015-01-08,1,0.0%,367000,29770500,41,3933
17,경복,2013-07-11,1,0.0%,41000,4733200,6,639
17,이것이 우리의 끝이다,2014-06-26,1,0.0%,24000,21307800,4,2902
17,족구왕,2014-08-21,1,0.0%,18000,359477000,3,45669
17,순천,2014-09-04,1,0.0%,4000,22896200,2,3642
17,경주,2014-06-12,1,0.0%,8000,473429500,1,63499
17,"제자, 옥한흠",2014-10-30,1,0.0%,151000,360434200,19,49047
17,다이빙벨,2014-10-23,1,0.0%,48000,344853500,6,49745
17,파티51,2014-12-11,1,0.0%,35000,15839800,5,2133
1,강남 1970,2015-01-21,752,31.4%,1239450032,3520071932,148335,440239
2,국제시장,2014-12-17,567,23.7%,728671900,90123763130,93227,11585431
3,오늘의 연애,2015-01-14,482,20.1%,490341133,10554831164,61586,1332792
4,허삼관,2015-01-14,393,16.4%,201853200,5963325169,25778,766080
5,"님아, 그 강을 건너지 마오",2014-11-27,104,4.3%,17611600,37118774279,2298,4766944
6,개를 훔치는 완벽한 방법,2014-12-31,25,1.0%,10866400,1781833365,1589,234760
7,생각보다 맑은,2015-01-22,17,0.7%,2039600,11025600,250,1597
8,워킹걸,2015-01-07,9,0.4%,722000,1154002479,93,142723
9,쿼바디스,2014-12-10,8,0.3%,1004000,148760500,118,19759
10,미라클 여행기,2015-01-15,7,0.3%,279000,11155000,40,1913
11,뽀로로 극장판 눈요정 마을 대모험,,6,0.3%,1353000,1278116700,314,256086
12,목숨,2014-12-04,4,0.2%,78000,286582600,11,37344
13,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,204000,188685500,33,25477
14,더 테너 리리코 스핀토,2014-12-31,2,0.1%,1040000,380747441,115,49223
14,다이빙벨,2014-10-23,2,0.1%,23000,344876500,3,49748
14,자유의 언덕,2014-09-04,2,0.1%,85000,311545827,10,38398
17,트루맛쇼,2011-06-02,1,0.0%,9000,93956000,1,12339
17,말하는 건축가,2012-03-08,1,0.0%,15000,310124700,2,39681
17,경복,2013-07-11,1,0.0%,53000,4786200,8,647
17,길위에서,2013-05-23,1,0.0%,18000,361621500,2,53509
17,순천,2014-09-04,1,0.0%,10000,22906200,5,3647
17,꽃보다 처녀귀신,2015-01-15,1,0.0%,250000,6734000,50,1342
17,"제자, 옥한흠",2014-10-30,1,0.0%,45000,360479200,5,49052
17,고양이 장례식,2015-01-15,1,0.0%,36000,21164900,4,2633
17,철의 꿈,2014-11-13,1,0.0%,21000,10227700,3,1389
17,기술자들,2014-12-24,1,0.0%,655000,19889481783,131,2563585
17,카토 프로젝트,2014-04-17,1,0.0%,4000,1948000,2,650
17,한공주,2014-04-17,1,0.0%,132000,1787036300,22,225279
1,강남 1970,2015-01-21,841,32.6%,2440242461,5960314393,289789,730028
2,국제시장,2014-12-17,649,25.1%,1731840400,91855603530,216226,11801657
3,오늘의 연애,2015-01-14,499,19.3%,949132823,11503963987,117819,1450611
4,허삼관,2015-01-14,393,15.2%,371696800,6335021969,47139,813219
5,"님아, 그 강을 건너지 마오",2014-11-27,103,4.0%,32029600,37150803879,4039,4770983
6,개를 훔치는 완벽한 방법,2014-12-31,28,1.1%,14785600,1796618965,1874,236634
7,생각보다 맑은,2015-01-22,15,0.6%,2107000,13132600,272,1869
8,미라클 여행기,2015-01-15,8,0.3%,239000,11394000,32,1945
9,쿼바디스,2014-12-10,7,0.3%,884000,149644500,124,19883
9,워킹걸,2015-01-07,7,0.3%,452000,1154454479,66,142789
11,목숨,2014-12-04,4,0.2%,1350000,287932600,166,37510
12,다이빙벨,2014-10-23,3,0.1%,838000,345714500,120,49868
12,고양이 장례식,2015-01-15,3,0.1%,287000,21451900,33,2666
12,그 사람 그 사랑 그 세상,2014-11-20,3,0.1%,124000,188809500,29,25506
15,파티51,2014-12-11,2,0.1%,91000,15930800,13,2146
15,뽀로로 극장판 눈요정 마을 대모험,,2,0.1%,237000,1278353700,46,256132
15,기술자들,2014-12-24,2,0.1%,760000,19890241783,152,2563737
18,"제자, 옥한흠",2014-10-30,1,0.0%,144000,360623200,17,49069
18,카트,2014-11-13,1,0.0%,180000,5925159433,30,814012
18,꽃보다 처녀귀신,2015-01-15,1,0.0%,250000,6984000,50,1392
18,순천,2014-09-04,1,0.0%,10000,22916200,5,3652
18,족구왕,2014-08-21,1,0.0%,89000,359566000,15,45684
18,철의 꿈,2014-11-13,1,0.0%,103000,10330700,16,1405
18,워낭소리,2009-01-15,1,0.0%,9000,19075921900,1,2934435
18,카토 프로젝트,2014-04-17,1,0.0%,4000,1952000,2,652
18,악사들,2014-12-04,1,0.0%,7000,7776200,1,1379
18,꼬방동네 사람들,1982-07-17,1,0.0%,659000,1382000,89,224
18,거인,2014-11-13,1,0.0%,108000,176597400,18,23337
18,자유의 언덕,2014-09-04,1,0.0%,270000,311815827,30,38428
18,더 테너 리리코 스핀토,2014-12-31,1,0.0%,839000,381586441,85,49308
1,강남 1970,2015-01-21,836,33.4%,2300774900,8261089293,273777,1003805
2,국제시장,2014-12-17,625,24.9%,1634466800,93490070330,204816,12006473
3,오늘의 연애,2015-01-14,485,19.4%,826258000,12330221987,102444,1553055
4,허삼관,2015-01-14,376,15.0%,338979400,6674001369,43075,856294
5,"님아, 그 강을 건너지 마오",2014-11-27,95,3.8%,37464800,37188268679,4620,4775603
