순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
423,엄마의 공책,김성호,(주)영화사조아,아이 엠,2018.3.15,개봉영화,장편,한국,75,"59,206,500","8,612","27,832,300","3,957",드라마,전체관람가,독립/예술영화
424,바나나쏭의 기적,"송우용,지혜원",바른미디어,"(주)영화사 그램,(재)CBS",2018.3.8,개봉영화,장편,한국,53,"59,787,200","8,542","14,355,400","1,919",다큐멘터리,전체관람가,독립/예술영화
425,시소,고희영,(주)에스엠 컬처앤콘텐츠,"(주)대명문화공장,(주)리틀빅픽쳐스",2016.11.10,개봉영화,장편,한국,49,"63,638,200","8,505","38,208,500","4,666",다큐멘터리,전체관람가,독립/예술영화
426,노트르담 드 파리,정성복,(주)패뷸러스,(주)패뷸러스,2017.11.1,개봉영화,장편,한국,36,"107,289,500","8,350","60,217,000","4,856",뮤지컬,전체관람가,일반영화
427,홈,김종우,"(주)아토,큐브이미지웍스",(주)리틀빅픽쳐스,2018.5.30,개봉영화,장편,한국,123,"59,594,222","8,243","19,591,200","2,394",가족,전체관람가,독립/예술영화
428,나홀로 휴가,조재현,(주)수현재엔터테인먼트,(주)리틀빅픽쳐스,2016.9.22,개봉영화,장편,한국,165,"62,136,700","8,220","27,095,500","3,447",멜로/로맨스,청소년관람불가,독립/예술영화
429,나는 고양이로소이다,조은성,엠앤씨에프,(주)리틀빅픽쳐스,2017.6.8,개봉영화,장편,한국,41,"62,715,200","7,809","31,941,000","3,716",다큐멘터리,전체관람가,독립/예술영화
430,물숨,고희영,영화사 숨비,(주)영화사 진진,2016.9.29,개봉영화,장편,한국,51,"56,658,500","7,610","31,778,300","4,037",다큐멘터리,전체관람가,독립/예술영화
431,풀잎들,홍상수,(주)영화제작전원사,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트",2018.10.25,개봉영화,장편,한국,54,"60,320,250","7,443","46,498,950","5,493",드라마,15세이상관람가,독립/예술영화
432,문영,김소연,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2017.1.12,개봉영화,장편,한국,23,"56,619,900","7,411","45,327,400","5,730",드라마,15세이상관람가,독립/예술영화
433,꾸루꾸루와 친구들: 무지개 나무의 비밀,문제대,(주)팡고엔터토이먼트,(주)팝엔터테인먼트,2015.11.19,개봉영화,장편,한국,103,"51,367,500","7,345","9,269,000","1,152",애니메이션,전체관람가,일반영화
434,올드마린보이,진모영,영화사 님아 주식회사,CGV아트하우스,2017.11.2,개봉영화,장편,한국,58,"54,456,800","7,312","24,920,100","3,036",다큐멘터리,전체관람가,독립/예술영화
435,뷰티풀 데이즈,윤재호,(주)페퍼민트앤컴퍼니,"(주)콘텐츠판다,(주)스마일이엔티",2018.11.21,개봉영화,장편,한국,142,"54,299,550","7,283","24,463,650","3,104",드라마,12세이상관람가,독립/예술영화
436,돼지 같은 여자,장문일,(주)아이필름홀딩스,CGV아트하우스,2015.9.10,개봉영화,장편,한국,91,"52,852,400","7,238","19,531,000","2,356",멜로/로맨스,15세이상관람가,독립/예술영화
437,어른도감,김인선,한국영화아카데미,(주)영화사 진진,2018.8.23,개봉영화,장편,한국,58,"53,539,700","7,056","33,621,500","3,998",코미디,12세이상관람가,독립/예술영화
438,초행,김대환,봄내필름,(주)인디플러그,2017.12.7,개봉영화,장편,한국,47,"53,353,900","6,980","36,560,600","4,451",드라마,12세이상관람가,독립/예술영화
439,땐뽀걸즈,이승문,KBS,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2017.9.27,개봉영화,장편,한국,16,"55,402,300","6,957","44,293,800","5,095",다큐멘터리,12세이상관람가,독립/예술영화
440,강변호텔,홍상수,(주)영화제작전원사,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트",2019.3.27,개봉영화,장편,한국,49,"54,146,036","6,912","37,851,386","4,575",드라마,15세이상관람가,독립/예술영화
441,명량: 회오리 바다를 향하여,"정세교,김한민",(주)빅스톤픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2015.5.7,개봉영화,장편,한국,92,"48,376,500","6,774","20,064,500","2,541",다큐멘터리,12세이상관람가,독립/예술영화
442,아들에게 가는 길,최낙권,리얼곤시네마,"(주)에스와이코마드,글뫼 주식회사",2017.11.30,개봉영화,장편,한국,46,"44,440,500","6,668","17,278,000","2,353",가족,전체관람가,독립/예술영화
443,환절기,이동은,명필름랩,(주)리틀빅픽쳐스,2018.2.22,개봉영화,장편,한국,51,"52,955,000","6,592","37,585,000","4,475",드라마,15세이상관람가,독립/예술영화
444,기적의 피아노,"임성구,김은주",(주)보고싶은영화사,롯데쇼핑㈜롯데엔터테인먼트,2015.9.3,개봉영화,장편,한국,74,"46,156,800","6,514","22,829,700","3,130",다큐멘터리,전체관람가,독립/예술영화
445,청춘 합창단 - 또 하나의 꿈,"이혁종,안정민",(주)네오스카이인터내셔날,와이드 릴리즈(주),2017.6.15,개봉영화,장편,한국,39,"44,711,400","6,489","30,023,400","3,810",다큐멘터리,전체관람가,일반영화
446,맛있는 택배,기대호,(주)로드하우스,노바엔터테인먼트,2015.4.2,개봉영화,장편,한국,50,"31,122,000","6,276","17,166,000","3,473",멜로/로맨스,청소년관람불가,일반영화
447,"다시, 벚꽃",유해진,(주)MBC,(주)영화사 진진,2017.4.6,개봉영화,장편,한국,132,"49,614,500","6,199","28,951,800","3,445",다큐멘터리,12세이상관람가,독립/예술영화
448,초인,서은영,"퍼레이드 픽쳐스,(주)나무와 숲","(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2016.5.5,개봉영화,장편,한국,30,"46,521,400","6,034","36,434,800","4,520",멜로/로맨스,12세이상관람가,독립/예술영화
449,해적왕 작스톰,필립 귀엔,(주)삼지애니메이션,(주)삼지애니메이션,2018.7.25,개봉영화,장편,한국,65,"45,905,800","5,916","23,001,300","2,613",애니메이션,전체관람가,일반영화
450,서태지밴드 콘서트투어 '콰이어트나이트',서태지,(주)서태지컴퍼니,(주)서태지컴퍼니,2015.11.26,개봉영화,장편,한국,6,"52,669,600","5,908","42,698,600","4,775",공연,전체관람가,일반영화
451,"1991, 봄",권경원,(주)해밀픽쳐스,(주)인디플러그,2018.10.31,개봉영화,장편,한국,26,"43,364,850","5,811","23,369,750","2,864",다큐멘터리,12세이상관람가,독립/예술영화
452,보희와 녹양,안주영,한국영화아카데미,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2019.5.29,개봉영화,장편,한국,25,"44,918,700","5,636","36,014,300","4,197",드라마,12세이상관람가,독립/예술영화
453,미스 프레지던트,김재환,주식회사 단유필름,(주)인디플러그,2017.10.26,개봉영화,장편,한국,76,"37,339,500","5,605","16,901,500","2,304",다큐멘터리,12세이상관람가,독립/예술영화
454,아티스트: 다시 태어나다,김경원,"(주)영화사소요,(주)백그림,(주)실버라이닝 스튜디오",(주)콘텐츠판다,2017.3.9,개봉영화,장편,한국,119,"42,058,800","5,579","26,775,000","3,421",드라마,15세이상관람가,독립/예술영화
455,어른이 되면,장혜영,,(주)시네마달,2018.12.13,개봉영화,장편,한국,25,"40,094,400","5,567","24,839,300","3,314",다큐멘터리,전체관람가,독립/예술영화
456,시인 할매,이종은,제이리미디어,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019.2.5,개봉영화,장편,한국,102,"41,815,900","5,516","18,962,500","2,277",다큐멘터리,전체관람가,독립/예술영화
457,박화영,이환,명필름랩,(주)리틀빅픽쳐스,2018.7.19,개봉영화,장편,한국,16,"45,361,700","5,463","37,613,000","4,331",드라마,청소년관람불가,독립/예술영화
458,에움길,이승현,(주)누미아띠,(주)영화사 그램,2019.6.20,개봉영화,장편,한국,62,"41,892,000","5,438","33,059,700","4,146",다큐멘터리,전체관람가,독립/예술영화
459,구세주: 리턴즈,송창용,(주)메가커뮤니케이션즈,(주)박수엔터테인먼트,2017.9.14,개봉영화,장편,한국,124,"39,997,000","5,401","10,563,000","1,347",코미디,15세이상관람가,일반영화
460,커피 메이트,이현하,(주)써니엔터테인먼트,(주)스톰픽쳐스코리아,2017.3.1,개봉영화,장편,한국,99,"43,287,000","5,361","17,973,000","2,159",멜로/로맨스,청소년관람불가,독립/예술영화
461,서산개척단,"이조훈,정승현",(주)훈프로,(주)인디플러그,2018.5.24,개봉영화,장편,한국,52,"43,554,100","5,260","24,398,400","2,724",다큐멘터리,12세이상관람가,독립/예술영화
462,잡식가족의 딜레마,황윤,"스튜디오두마,(주)시네마달",(주)시네마달,2015.5.7,개봉영화,장편,한국,18,"35,384,800","5,247","16,720,800","2,351",다큐멘터리,전체관람가,독립/예술영화
463,굿바이 썸머,박주영,"(주)이에스픽쳐스,㈜인디스토리",㈜인디스토리,2019.7.25,개봉영화,장편,한국,34,"42,039,870","5,174","28,253,270","3,198",드라마,12세이상관람가,독립/예술영화
464,돌아와요 부산항애(愛),박희준,(주)블랙홀엔터테인먼트,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",2018.1.17,개봉영화,장편,한국,88,"38,622,300","5,163","11,805,700","1,651",범죄,15세이상관람가,일반영화
465,커튼콜,류훈,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016.12.8,개봉영화,장편,한국,80,"38,228,100","5,163","26,856,600","3,571",코미디,15세이상관람가,독립/예술영화
466,운동회,김진태,영화사 질주,(주)리틀빅픽쳐스,2018.3.22,개봉영화,장편,한국,81,"33,945,900","5,075","11,025,800","1,507",가족,12세이상관람가,독립/예술영화
467,거짓말,김동명,방인리필름,"(주)대명문화공장,(주)리틀빅픽쳐스",2015.10.29,개봉영화,장편,한국,30,"40,895,000","5,043","20,962,000","2,529",드라마,청소년관람불가,독립/예술영화
468,나만 없어 고양이,"복운석,신혜진",라이터스,(주)트리플픽쳐스,2019.8.22,개봉영화,옴니버스,한국,39,"41,537,030","5,038","23,631,450","2,775",가족,전체관람가,독립/예술영화
469,안녕 히어로,한영희,성소수문화환경을 위한 모임 '연분홍치마',(주)시네마달,2017.9.7,개봉영화,장편,한국,24,"30,039,300","5,002","17,158,500","2,629",다큐멘터리,12세이상관람가,독립/예술영화
470,파란나비효과,박문칠,헤이앤컴퍼니,(주)인디플러그,2017.6.22,개봉영화,장편,한국,41,"34,617,100","4,980","18,860,500","2,508",다큐멘터리,12세이상관람가,독립/예술영화
471,설행_눈길을 걷다,김희정,(주)인스터,(주)인디플러그,2016.3.3,개봉영화,장편,한국,72,"36,345,200","4,959","17,339,000","2,213",드라마,15세이상관람가,독립/예술영화
472,양치기들,김진황,한국영화아카데미,CGV아트하우스,2016.6.2,개봉영화,장편,한국,56,"39,535,300","4,934","20,791,500","2,506",드라마,청소년관람불가,독립/예술영화
473,프랑스 영화처럼,신연식,(주) 루스이소니도스,(주)콘텐츠판다,2016.1.14,개봉영화,장편,한국,30,"37,782,300","4,881","30,072,800","3,754",드라마,15세이상관람가,독립/예술영화
474,쇠파리,안철호,"사단법인 한국영화인총연합회 대구경북지회,(주)무비포지",(주)영화사 그램,2017.5.25,개봉영화,장편,한국,56,"36,279,100","4,836","8,904,500","1,076",범죄,15세이상관람가,독립/예술영화
475,카운터스,이일하,exposed film,㈜인디스토리,2018.8.15,개봉영화,장편,한국,51,"37,673,900","4,819","25,291,200","3,005",다큐멘터리,15세이상관람가,독립/예술영화
476,재꽃,박석영,딥 포커스,딥 포커스,2017.7.6,개봉영화,장편,한국,35,"35,089,000","4,762","21,776,900","2,666",드라마,12세이상관람가,독립/예술영화
477,위켄즈,이동하,"한국게이인권운동단체 친구사이,반달",무브먼트,2016.12.22,개봉영화,장편,한국,12,"35,615,700","4,731","31,449,200","4,165",다큐멘터리,15세이상관람가,독립/예술영화
478,늙은 자전거,문희융,"(주)영화사 북촌,대국미디어그룹,한국방송예술교육진흥원 ,영화사 키노(주)",주식회사 마운틴픽쳐스,2015.11.12,개봉영화,장편,한국,17,"23,988,800","4,687","8,985,500","2,209",드라마,전체관람가,독립/예술영화
479,튼튼이의 모험,고봉수,,"CGV아트하우스,㈜인디스토리",2018.6.21,개봉영화,장편,한국,88,"34,307,600","4,476","18,808,100","2,330",코미디,15세이상관람가,독립/예술영화
480,세상끝의 사랑,김인식,(주)담소필름,(주)스톰픽쳐스코리아,2015.11.12,개봉영화,장편,한국,97,"34,737,300","4,472","11,312,000","1,353",멜로/로맨스,청소년관람불가,일반영화
481,로마서 8:37,신연식,(주) 루스이소니도스,(주) 루스이소니도스,2017.11.16,개봉영화,장편,한국,44,"33,525,000","4,465","26,011,500","3,298",드라마,15세이상관람가,독립/예술영화
482,세계일주,이항배,(주)쿠나,(주)나이너스엔터테인먼트,2015.3.26,개봉영화,장편,한국,56,"32,479,400","4,449","17,944,100","2,354",가족,12세이상관람가,독립/예술영화
483,왕을 참하라,김재수,(주)영화사 조은,(주)박수엔터테인먼트,2017.3.16,개봉영화,장편,한국,54,"32,469,800","4,237","12,220,000","1,606",드라마,청소년관람불가,일반영화
484,그림자들의 섬,김정근,부산민주언론시민연합사업단 미디토리,(주)시네마달,2016.8.25,개봉영화,장편,한국,15,"29,360,800","4,197","13,683,000","1,971",다큐멘터리,15세이상관람가,독립/예술영화
485,꿈보다 해몽,이광국,영화사 벽돌,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2015.2.12,개봉영화,장편,한국,36,"30,616,700","4,087","23,706,000","3,057",드라마,15세이상관람가,독립/예술영화
486,반짝이는 박수 소리,이길보라,영화사 낭만,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2015.4.23,개봉영화,장편,한국,21,"26,070,600","4,074","17,133,600","2,578",다큐멘터리,전체관람가,독립/예술영화
487,불온한 당신,이영,움,무브먼트,2017.7.20,개봉영화,장편,한국,14,"30,199,500","4,028","22,865,000","2,932",다큐멘터리,15세이상관람가,독립/예술영화
488,할머니의 먼 집,이소현,영화사 연필,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2016.9.29,개봉영화,장편,한국,18,"25,369,900","3,957","18,624,800","2,867",다큐멘터리,전체관람가,독립/예술영화
489,생각보다 맑은,한지원,Studio Allo,"애니메이션 배급, 씨앗,㈜인디스토리",2015.1.22,개봉영화,장편,한국,17,"27,393,900","3,881","22,611,900","3,139",애니메이션,12세이상관람가,독립/예술영화
