영화명,개봉n주차,주차관객수
밤섬해적단 서울불바다,1,595
밤섬해적단 서울불바다,2,772
밤섬해적단 서울불바다,3,454
밤섬해적단 서울불바다,4,134
밤섬해적단 서울불바다,6,48
파밍 보이즈,-1,0
파밍 보이즈,1,876
파밍 보이즈,2,1096
파밍 보이즈,3,420
파밍 보이즈,4,370
파밍 보이즈,5,158
택시운전사,-2,21208
택시운전사,-1,31615
택시운전사,0,23152
택시운전사,1,10738
택시운전사,2,5321167
택시운전사,3,3615960
택시운전사,4,1611390
택시운전사,5,863051
택시운전사,6,421158
택시운전사,7,179636
택시운전사,8,63387
택시운전사,9,16901
택시운전사,10,4200
택시운전사,11,1941
택시운전사,12,213
택시운전사,14,282
택시운전사,18,2
택시운전사,37,683
택시운전사,38,38
택시운전사,44,623
택시운전사,99,1850
땐뽀걸즈,1,445
땐뽀걸즈,2,1242
땐뽀걸즈,3,1228
땐뽀걸즈,4,1007
땐뽀걸즈,5,853
땐뽀걸즈,6,684
땐뽀걸즈,7,433
땐뽀걸즈,8,220
땐뽀걸즈,9,172
땐뽀걸즈,10,126
땐뽀걸즈,11,204
땐뽀걸즈,14,266
땐뽀걸즈,64,209
군함도,0,946
군함도,1,20683
군함도,2,4918685
군함도,3,1323642
군함도,4,252340
군함도,5,49831
군함도,6,11641
군함도,7,1906
군함도,8,1210
군함도,9,1951
군함도,10,8569
군함도,11,531
살인자의 기억법,0,927
살인자의 기억법,1,3793
살인자의 기억법,2,1412538
살인자의 기억법,3,755685
살인자의 기억법,4,348313
살인자의 기억법,5,129165
살인자의 기억법,6,5757
살인자의 기억법,7,378
살인자의 기억법,8,1201
살인자의 기억법,9,700
청년경찰,-2,409
청년경찰,0,20139
청년경찰,1,16108
청년경찰,2,2698996
청년경찰,3,1404981
청년경찰,4,817005
청년경찰,5,480800
청년경찰,6,163258
청년경찰,7,43268
청년경찰,8,6118
청년경찰,9,1710
청년경찰,66,652
공범자들,-2,0
공범자들,-1,2210
공범자들,0,2928
공범자들,1,2712
공범자들,2,88298
공범자들,3,75861
공범자들,4,47769
공범자들,5,25452
공범자들,6,10163
공범자들,7,3360
공범자들,8,369
공범자들,9,437
공범자들,10,47
공범자들,14,586
김광석,-1,2007
김광석,0,3885
김광석,1,3087
김광석,2,25685
김광석,3,9110
김광석,4,3748
김광석,5,14802
김광석,6,26328
김광석,7,7680
김광석,8,1133
김광석,9,540
김광석,10,67
김광석,11,19
김광석,12,122
김광석,13,14
김광석,73,316
김광석,80,321
로마의 휴일,-2,0
로마의 휴일,0,1750
로마의 휴일,1,9258
로마의 휴일,2,115533
로마의 휴일,3,5628
로마의 휴일,4,1923
로마의 휴일,5,585
구세주: 리턴즈,0,750
구세주: 리턴즈,1,426
구세주: 리턴즈,2,4178
구세주: 리턴즈,3,783
려행,-1,373
려행,1,150
려행,2,636
려행,3,200
려행,4,145
브이아이피,0,0
브이아이피,1,7480
브이아이피,2,1078751
브이아이피,3,260715
브이아이피,4,21630
브이아이피,5,4400
브이아이피,6,298
브이아이피,7,14
더 테이블,1,3434
더 테이블,2,50012
더 테이블,3,24889
더 테이블,4,15447
더 테이블,5,5123
더 테이블,6,2250
더 테이블,7,945
더 테이블,8,685
더 테이블,9,145
소나기,0,266
소나기,1,1141
소나기,2,4868
소나기,3,1670
소나기,4,782
소나기,5,849
소나기,6,206
소나기,7,153
소나기,12,1911
소나기,13,65
소나기,34,649
소나기,52,135
소나기,56,5
소나기,89,449
소나기,90,101
소나기,91,75
소나기,92,82
소나기,96,25
소나기,97,23
소나기,106,129
소나기,108,140
소나기,109,65
"무현, 두 도시 이야기 : 파이널 컷",1,625
"무현, 두 도시 이야기 : 파이널 컷",2,1996
"무현, 두 도시 이야기 : 파이널 컷",3,476
"무현, 두 도시 이야기 : 파이널 컷",4,177
미스 프레지던트,-8,0
미스 프레지던트,-4,744
미스 프레지던트,-3,172
미스 프레지던트,0,539
미스 프레지던트,1,362
미스 프레지던트,2,3707
미스 프레지던트,3,845
미스 프레지던트,5,173
미스 프레지던트,6,198
"귀향, 끝나지 않은 이야기",-1,1079
"귀향, 끝나지 않은 이야기",1,2693
"귀향, 끝나지 않은 이야기",2,10107
"귀향, 끝나지 않은 이야기",3,578
여배우는 오늘도,-1,0
여배우는 오늘도,1,469
여배우는 오늘도,2,6935
여배우는 오늘도,3,4227
여배우는 오늘도,4,2712
여배우는 오늘도,5,1547
여배우는 오늘도,6,383
여배우는 오늘도,7,408
여배우는 오늘도,8,71
여배우는 오늘도,10,34
여배우는 오늘도,14,7
저수지 게임,1,4317
저수지 게임,2,64605
저수지 게임,3,33884
저수지 게임,4,15824
저수지 게임,5,4510
저수지 게임,6,1188
저수지 게임,7,414
저수지 게임,8,102
저수지 게임,13,408
B급 며느리,0,1353
B급 며느리,1,432
B급 며느리,2,2930
B급 며느리,3,2158
B급 며느리,4,1856
B급 며느리,5,4180
B급 며느리,6,4518
B급 며느리,7,1470
B급 며느리,8,371
B급 며느리,9,305
B급 며느리,10,42
B급 며느리,32,123
B급 며느리,56,310
시인의 사랑,1,1349
시인의 사랑,2,7873
시인의 사랑,3,2208
시인의 사랑,4,388
시인의 사랑,5,258
시인의 사랑,6,245
시인의 사랑,7,148
아이 캔 스피크,0,15156
아이 캔 스피크,1,16356
아이 캔 스피크,2,996025
아이 캔 스피크,3,1175336
아이 캔 스피크,4,825226
아이 캔 스피크,5,156994
아이 캔 스피크,6,62062
아이 캔 스피크,7,17681
아이 캔 스피크,8,4799
아이 캔 스피크,9,1602
아이 캔 스피크,10,721
아이 캔 스피크,11,1294
아이 캔 스피크,12,2230
아이 캔 스피크,13,2735
아이 캔 스피크,14,568
아이 캔 스피크,15,406
아이 캔 스피크,20,656
아이 캔 스피크,36,854
아이 캔 스피크,37,140
이웃집 스타,1,1704
이웃집 스타,2,8534
이웃집 스타,3,492
이웃집 스타,4,34
범죄도시,-2,0
범죄도시,-1,5668
범죄도시,0,17271
범죄도시,1,7469
범죄도시,2,2179867
범죄도시,3,1595680
범죄도시,4,1270242
범죄도시,5,843240
범죄도시,6,487512
범죄도시,7,295165
범죄도시,8,119835
범죄도시,9,44380
범죄도시,10,11261
범죄도시,11,2006
범죄도시,12,234
범죄도시,27,673
범죄도시,28,13
범죄도시,31,19
범죄도시,58,5
넛잡 2,0,561
넛잡 2,1,3499
넛잡 2,2,307935
넛잡 2,3,45590
넛잡 2,4,27469
넛잡 2,5,12125
넛잡 2,6,7945
넛잡 2,7,2932
넛잡 2,8,1394
넛잡 2,9,1240
넛잡 2,10,644
넛잡 2,12,266
남한산성,0,3927
남한산성,1,24991
남한산성,2,3226956
남한산성,3,388457
남한산성,4,139594
남한산성,5,46181
남한산성,6,10992
남한산성,7,3895
남한산성,8,1965
남한산성,9,1020
남한산성,10,190
남한산성,11,278
남한산성,12,332
남한산성,13,64
집의 시간들,1,183
집의 시간들,2,1204
집의 시간들,3,454
집의 시간들,4,393
집의 시간들,5,214
집의 시간들,6,150
집의 시간들,7,130
집의 시간들,8,97
집의 시간들,10,32
집의 시간들,11,61
집의 시간들,12,24
집의 시간들,13,20
집의 시간들,17,100
올드마린보이,-4,90
올드마린보이,-1,131
올드마린보이,0,683
올드마린보이,1,1506
올드마린보이,2,2579
올드마린보이,3,1041
올드마린보이,4,933
올드마린보이,5,188
올드마린보이,7,888
올드마린보이,8,245
올드마린보이,19,901
올드마린보이,39,1009
올드마린보이,93,345
카운터스,-1,143
카운터스,1,363
카운터스,2,2659
카운터스,3,1365
카운터스,4,403
카운터스,31,29
운동회,0,12
운동회,1,268
운동회,2,3258
운동회,3,1031
운동회,48,539
부라더,-2,928
부라더,1,24014
부라더,2,902639
부라더,3,435392
부라더,4,112116
부라더,5,14592
부라더,6,1752
부라더,7,1143
로마서 8:37,1,1110
로마서 8:37,2,2143
로마서 8:37,3,941
로마서 8:37,4,293
로마서 8:37,5,147
로마서 8:37,6,147
로마서 8:37,24,270
대장 김창수,1,14275
대장 김창수,2,308613
대장 김창수,3,51402
대장 김창수,4,4156
대장 김창수,6,1446
대장 김창수,9,1147
대장 김창수,10,144
초행,0,370
초행,1,811
초행,2,3030
초행,3,1527
초행,4,614
초행,5,487
초행,6,355
초행,7,159
초행,8,138
초행,11,28
내게 남은 사랑을,-4,0
내게 남은 사랑을,0,1597
내게 남은 사랑을,1,4617
내게 남은 사랑을,2,10029
내게 남은 사랑을,3,3611
내게 남은 사랑을,4,3044
내게 남은 사랑을,5,1729
내게 남은 사랑을,6,336
내게 남은 사랑을,8,1825
내게 남은 사랑을,29,1068
튼튼이의 모험,-1,444
튼튼이의 모험,0,150
튼튼이의 모험,1,109
튼튼이의 모험,2,2822
튼튼이의 모험,3,449
튼튼이의 모험,4,255
튼튼이의 모험,5,273
튼튼이의 모험,6,42
튼튼이의 모험,7,23
튼튼이의 모험,14,150
샘,-1,90
샘,0,525
샘,1,192
샘,2,1966
샘,3,281
샘,4,73
희생부활자,1,2895
희생부활자,2,297842
희생부활자,3,20623
희생부활자,4,1216
가을 우체국,0,0
가을 우체국,1,550
가을 우체국,2,2284
가을 우체국,3,219
유리정원,0,0
유리정원,1,1198
유리정원,2,18682
유리정원,3,2244
유리정원,4,407
유리정원,5,129
유리정원,6,38
유리정원,7,18
채비,-1,822
채비,1,4365
채비,2,101269
채비,3,36180
채비,4,20046
채비,5,6585
채비,6,4591
채비,7,2721
채비,8,677
그리다,1,550
그리다,2,186
그리다,3,58
그리다,6,58
메소드,1,2235
메소드,2,16475
메소드,3,5317
메소드,4,1103
메소드,5,906
메소드,6,300
메소드,7,234
고향이 어디세요,-1,151
고향이 어디세요,1,574
고향이 어디세요,2,649
고향이 어디세요,14,212
고향이 어디세요,22,479
뷰티풀 투모로우,1,0
뷰티풀 투모로우,2,34357
뷰티풀 투모로우,3,11726
뷰티풀 투모로우,4,10689
뷰티풀 투모로우,5,3366
뷰티풀 투모로우,6,1887
역모-반란의 시대,-3,0
역모-반란의 시대,1,2314
역모-반란의 시대,2,24924
역모-반란의 시대,3,1631
산상수훈,-5,0
산상수훈,-1,401
산상수훈,1,1707
산상수훈,2,18487
산상수훈,3,4231
산상수훈,4,762
산상수훈,5,14542
산상수훈,6,1194
산상수훈,7,314
산상수훈,9,612
산상수훈,10,137
산상수훈,13,280
산상수훈,15,113
산상수훈,16,93
산상수훈,20,271
산상수훈,21,132
산상수훈,22,64
산상수훈,23,58
산상수훈,24,133
산상수훈,25,144
산상수훈,26,133
산상수훈,28,342
산상수훈,29,173
산상수훈,30,181
산상수훈,31,179
산상수훈,32,126
산상수훈,33,128
산상수훈,34,142
산상수훈,35,145
산상수훈,36,144
산상수훈,37,188
산상수훈,38,146
산상수훈,39,130
산상수훈,40,194
산상수훈,41,113
산상수훈,42,319
산상수훈,43,128
산상수훈,44,128
산상수훈,45,105
산상수훈,46,105
산상수훈,47,107
산상수훈,48,108
산상수훈,49,110
산상수훈,50,107
산상수훈,56,1321
반드시 잡는다,1,7267
반드시 잡는다,2,321040
반드시 잡는다,3,103349
반드시 잡는다,4,14591
반드시 잡는다,5,529
뽀로로 극장판 공룡섬 대모험,0,1042
뽀로로 극장판 공룡섬 대모험,1,3409
뽀로로 극장판 공룡섬 대모험,2,363001
뽀로로 극장판 공룡섬 대모험,3,215780
뽀로로 극장판 공룡섬 대모험,4,144892
뽀로로 극장판 공룡섬 대모험,5,70593
뽀로로 극장판 공룡섬 대모험,6,17816
뽀로로 극장판 공룡섬 대모험,7,4452
뽀로로 극장판 공룡섬 대모험,8,2694
뽀로로 극장판 공룡섬 대모험,9,1441
뽀로로 극장판 공룡섬 대모험,10,469
뽀로로 극장판 공룡섬 대모험,11,310
뽀로로 극장판 공룡섬 대모험,12,277
뽀로로 극장판 공룡섬 대모험,14,42
뽀로로 극장판 공룡섬 대모험,15,151
뽀로로 극장판 공룡섬 대모험,16,139
뽀로로 극장판 공룡섬 대모험,17,279
뽀로로 극장판 공룡섬 대모험,50,253
뽀로로 극장판 공룡섬 대모험,51,65
뽀로로 극장판 공룡섬 대모험,53,99
살인자의 기억법 : 새로운 기억,1,0
살인자의 기억법 : 새로운 기억,2,1680
살인자의 기억법 : 새로운 기억,3,978
수성못,-23,0
수성못,-22,98
수성못,0,320
수성못,1,314
수성못,2,1692
수성못,3,772
수성못,4,227
수성못,5,130
수성못,6,100
미옥,0,0
미옥,1,2623
미옥,2,227868
미옥,3,7502
미옥,4,534
미옥,5,35
미옥,12,25
꾼,-1,326
꾼,0,17574
꾼,1,20839
꾼,2,1959673
꾼,3,1162962
꾼,4,674418
꾼,5,178619
꾼,6,3002
꾼,7,822
꾼,24,106
꾼,26,0
7호실,1,6379
7호실,2,299316
7호실,3,35931
7호실,4,4449
7호실,5,1411
7호실,50,321
기억의 밤,0,1114
기억의 밤,1,6022
기억의 밤,2,677730
기억의 밤,3,514238
기억의 밤,4,181233
기억의 밤,5,5823
기억의 밤,6,551
기억의 밤,7,350
기억의 밤,17,626
"1991, 봄",-1,168
"1991, 봄",1,788
"1991, 봄",2,1503
"1991, 봄",3,628
"1991, 봄",4,471
"1991, 봄",5,893
"1991, 봄",7,865
"1991, 봄",8,342
"1991, 봄",9,32
"1991, 봄",10,19
"1991, 봄",12,16
"1991, 봄",13,18
"1991, 봄",53,292
강철비,1,16112
강철비,2,2236940
강철비,3,1412886
강철비,4,539371
강철비,5,194666
강철비,6,46118
강철비,7,4651
강철비,8,250
강철비,11,808
강철비,30,938
강철비,74,0
실종2,-1,0
실종2,1,617
엄마의 공책,-16,0
엄마의 공책,1,2101
엄마의 공책,2,3568
엄마의 공책,3,1057
엄마의 공책,4,275
엄마의 공책,5,684
엄마의 공책,9,878
엄마의 공책,11,41
엄마의 공책,20,353
엄마의 공책,39,784
엄마의 공책,40,164
엄마의 공책,41,94
엄마의 공책,42,141
소성리,-20,62
소성리,-8,148
소성리,0,14
소성리,1,242
소성리,2,534
소성리,3,427
소성리,4,194
소성리,5,109
소성리,15,522
소성리,16,10
돌아온다,0,85
돌아온다,1,2527
돌아온다,2,6461
돌아온다,3,2395
돌아온다,4,988
돌아온다,5,456
돌아온다,6,258
돌아온다,7,157
돌아온다,8,134
돌아온다,9,140
돌아온다,10,63
돌아온다,11,55
돌아온다,14,34
돌아온다,17,47
돌아온다,18,10
돌아온다,19,10
얼굴들,-31,225
얼굴들,1,879
얼굴들,2,485
얼굴들,3,203
얼굴들,4,157
얼굴들,5,112
얼굴들,6,79
얼굴들,8,99
얼굴들,9,10
얼굴들,21,23
얼굴들,22,8
얼굴들,23,12
국경의 왕,-36,233
국경의 왕,1,126
국경의 왕,2,552
국경의 왕,3,356
국경의 왕,4,186
국경의 왕,5,189
국경의 왕,6,49
국경의 왕,7,32
국경의 왕,16,140
살아남은 아이,-18,218
살아남은 아이,-1,99
살아남은 아이,0,150
살아남은 아이,1,871
살아남은 아이,2,4842
살아남은 아이,3,2152
살아남은 아이,4,985
살아남은 아이,5,284
살아남은 아이,6,672
살아남은 아이,7,104
살아남은 아이,8,137
살아남은 아이,9,48
살아남은 아이,13,325
살아남은 아이,25,87
살아남은 아이,60,33
호랑이보다 무서운 겨울손님,-17,178
호랑이보다 무서운 겨울손님,1,1427
호랑이보다 무서운 겨울손님,2,5664
호랑이보다 무서운 겨울손님,3,1188
호랑이보다 무서운 겨울손님,4,233
호랑이보다 무서운 겨울손님,5,152
호랑이보다 무서운 겨울손님,6,24
호랑이보다 무서운 겨울손님,32,55
호랑이보다 무서운 겨울손님,58,15
소공녀,1,1373
소공녀,2,31867
소공녀,3,12820
소공녀,4,5829
소공녀,5,3050
소공녀,6,1518
소공녀,7,1027
소공녀,8,533
소공녀,9,215
소공녀,10,205
소공녀,15,364
소공녀,16,33
소공녀,34,343
소공녀,35,64
소공녀,39,49
소공녀,40,35
소은이의 무릎,-76,60
소은이의 무릎,1,158
소은이의 무릎,2,706
소은이의 무릎,3,134
소은이의 무릎,5,65
소은이의 무릎,6,63
피의 연대기,-5,71
피의 연대기,-1,45
피의 연대기,1,361
피의 연대기,2,2415
피의 연대기,3,1910
피의 연대기,4,1394
피의 연대기,5,938
피의 연대기,6,682
피의 연대기,7,481
피의 연대기,8,722
피의 연대기,9,397
피의 연대기,10,124
피의 연대기,13,430
피의 연대기,14,48
피의 연대기,18,110
피의 연대기,49,561
피의 연대기,94,276
해원,-1,45
해원,1,126
해원,2,639
해원,3,338
해원,4,143
너와 극장에서,-6,320
너와 극장에서,1,490
너와 극장에서,2,502
너와 극장에서,3,235
너와 극장에서,4,164
너와 극장에서,5,106
너와 극장에서,6,29
너와 극장에서,7,37
박화영,-31,251
박화영,1,720
박화영,2,818
박화영,3,357
박화영,4,474
박화영,5,289
박화영,6,640
박화영,7,496
박화영,9,692
박화영,10,276
박화영,11,196
박화영,12,92
박화영,13,116
박화영,14,152
박화영,15,139
죄 많은 소녀,0,1187
죄 많은 소녀,1,471
죄 많은 소녀,2,9337
죄 많은 소녀,3,5456
죄 많은 소녀,4,3039
죄 많은 소녀,5,857
죄 많은 소녀,6,348
죄 많은 소녀,7,260
죄 많은 소녀,8,156
죄 많은 소녀,9,52
죄 많은 소녀,10,71
죄 많은 소녀,11,9
히치하이크,1,553
히치하이크,2,397
히치하이크,3,255
히치하이크,4,137
히치하이크,5,31
히치하이크,6,22
히치하이크,7,21
히치하이크,8,3
이월,-38,194
이월,-36,14
이월,-1,11
이월,1,327
이월,2,571
이월,3,258
이월,4,173
이월,5,96
이월,6,38
이월,7,29
이월,8,45
굿바이 마이 러브NK: 붉은 청춘,1,946
굿바이 마이 러브NK: 붉은 청춘,2,668
굿바이 마이 러브NK: 붉은 청춘,3,379
굿바이 마이 러브NK: 붉은 청춘,4,207
굿바이 마이 러브NK: 붉은 청춘,5,58
굿바이 마이 러브NK: 붉은 청춘,6,30
련희와 연희,0,0
련희와 연희,1,202
련희와 연희,2,108
련희와 연희,3,35
련희와 연희,4,28
련희와 연희,5,25
련희와 연희,6,17
련희와 연희,7,19
련희와 연희,8,26
련희와 연희,9,13
련희와 연희,10,14
련희와 연희,11,14
련희와 연희,12,11
련희와 연희,13,14
련희와 연희,14,14
련희와 연희,15,442
련희와 연희,16,12
련희와 연희,17,14
련희와 연희,18,12
련희와 연희,19,13
련희와 연희,20,14
련희와 연희,21,14
련희와 연희,22,14
련희와 연희,24,24
련희와 연희,25,10
련희와 연희,26,7
련희와 연희,27,7
련희와 연희,28,7
련희와 연희,29,262
광인옥한흠,-2,0
광인옥한흠,0,581
광인옥한흠,1,125
광인옥한흠,2,1510
광인옥한흠,3,647
광인옥한흠,4,58
광인옥한흠,5,15
어둔 밤,0,0
어둔 밤,1,126
어둔 밤,2,720
어둔 밤,3,276
어둔 밤,4,73
어둔 밤,6,169
어둔 밤,7,17
어둔 밤,11,12
신과함께-죄와 벌,1,16199
신과함께-죄와 벌,2,5185381
신과함께-죄와 벌,3,4548906
신과함께-죄와 벌,4,2082474
신과함께-죄와 벌,5,1206487
신과함께-죄와 벌,6,602430
신과함께-죄와 벌,7,375050
신과함께-죄와 벌,8,215545
신과함께-죄와 벌,9,123120
신과함께-죄와 벌,10,47475
신과함께-죄와 벌,11,6958
신과함께-죄와 벌,12,397
신과함께-죄와 벌,13,95
신과함께-죄와 벌,15,36
신과함께-죄와 벌,16,14
신과함께-죄와 벌,35,187
신과함께-죄와 벌,43,598
신과함께-죄와 벌,44,103
신과함께-죄와 벌,97,207
1987,-1,0
1987,0,15240
1987,1,20091
1987,2,2655462
1987,3,1754268
1987,4,1587119
1987,5,737827
1987,6,308522
1987,7,113148
1987,8,30676
1987,9,3575
1987,10,4298
돌아와요 부산항애(愛),-2,595
돌아와요 부산항애(愛),-1,1632
돌아와요 부산항애(愛),1,287
돌아와요 부산항애(愛),2,4172
돌아와요 부산항애(愛),3,233
돌아와요 부산항애(愛),4,26
스타박'스 다방,-2,180
스타박'스 다방,-1,171
스타박'스 다방,1,552
스타박'스 다방,2,874
스타박'스 다방,3,50
스타박'스 다방,4,28
스타박'스 다방,5,21
스타박'스 다방,48,17
스타박'스 다방,49,8
스타박'스 다방,50,10
스타박'스 다방,51,10
스타박'스 다방,65,562
1급기밀,-2,992
1급기밀,0,4643
1급기밀,1,3404
1급기밀,2,186729
1급기밀,3,19369
1급기밀,4,2995
1급기밀,5,207
1급기밀,8,312
그것만이 내 세상,-1,414
그것만이 내 세상,0,1845
그것만이 내 세상,1,20448
그것만이 내 세상,2,1091541
그것만이 내 세상,3,1049190
그것만이 내 세상,4,738129
그것만이 내 세상,5,376269
그것만이 내 세상,6,104820
그것만이 내 세상,7,32094
그것만이 내 세상,8,1309
그것만이 내 세상,9,344
그것만이 내 세상,10,593
그것만이 내 세상,42,1927
그것만이 내 세상,45,188
그것만이 내 세상,48,425
반도에 살어리랏다,-1,0
반도에 살어리랏다,1,1114
반도에 살어리랏다,2,415
반도에 살어리랏다,3,117
반도에 살어리랏다,4,103
반도에 살어리랏다,5,61
반도에 살어리랏다,7,91
반도에 살어리랏다,37,167
젝스키스 에이틴,0,0
젝스키스 에이틴,1,2292
젝스키스 에이틴,2,23887
젝스키스 에이틴,3,8889
젝스키스 에이틴,4,3374
젝스키스 에이틴,5,3045
젝스키스 에이틴,6,1133
젝스키스 에이틴,7,1654
젝스키스 에이틴,8,1123
젝스키스 에이틴,9,1135
젝스키스 에이틴,10,1869
천화,0,369
천화,1,218
천화,2,796
천화,3,178
천화,4,111
천화,5,35
천화,6,17
기생-꽃의 고백,0,0
기생-꽃의 고백,1,214
기생-꽃의 고백,2,71
기생-꽃의 고백,3,333
기생-꽃의 고백,6,9
기생-꽃의 고백,7,12
기생-꽃의 고백,8,694
기생-꽃의 고백,9,17
기생-꽃의 고백,10,14
기생-꽃의 고백,11,14
기생-꽃의 고백,12,13
기생-꽃의 고백,13,13
기생-꽃의 고백,14,14
기생-꽃의 고백,15,15
기생-꽃의 고백,16,15
기생-꽃의 고백,17,14
기생-꽃의 고백,18,254
기생-꽃의 고백,19,10
기생-꽃의 고백,20,7
기생-꽃의 고백,21,7
기생-꽃의 고백,22,7
기생-꽃의 고백,23,7
기생-꽃의 고백,26,9
기생-꽃의 고백,31,61
기생-꽃의 고백,32,14
비밥바룰라,1,1976
비밥바룰라,2,39230
비밥바룰라,3,2212
비밥바룰라,4,1142
비밥바룰라,5,270
비밥바룰라,6,631
비밥바룰라,16,1251
염력,1,8581
염력,2,904274
염력,3,72452
염력,4,1169
염력,9,1691
염력,10,1170
조선명탐정: 흡혈괴마의 비밀,0,19793
조선명탐정: 흡혈괴마의 비밀,1,15853
조선명탐정: 흡혈괴마의 비밀,2,1182912
조선명탐정: 흡혈괴마의 비밀,3,990786
조선명탐정: 흡혈괴마의 비밀,4,221687
조선명탐정: 흡혈괴마의 비밀,5,11986
조선명탐정: 흡혈괴마의 비밀,6,308
조선명탐정: 흡혈괴마의 비밀,7,568
조선명탐정: 흡혈괴마의 비밀,8,228
조선명탐정: 흡혈괴마의 비밀,30,2
퍼즐,1,840
퍼즐,2,243
퍼즐,3,28
퍼즐,4,8
퍼즐,5,24
퍼즐,6,14
흥부: 글로 세상을 바꾼 자,1,3850
흥부: 글로 세상을 바꾼 자,2,355503
흥부: 글로 세상을 바꾼 자,3,53342
흥부: 글로 세상을 바꾼 자,4,2243
터닝메카드W: 반다인의 비밀 특별판,1,503
터닝메카드W: 반다인의 비밀 특별판,2,18690
터닝메카드W: 반다인의 비밀 특별판,3,2495
터닝메카드W: 반다인의 비밀 특별판,4,207
환절기,1,1373
환절기,2,3123
환절기,3,1199
환절기,4,579
환절기,5,181
환절기,6,66
환절기,7,18
환절기,12,50
환절기,37,3
골든슬럼버,0,0
골든슬럼버,1,8685
골든슬럼버,2,1084409
골든슬럼버,3,276452
골든슬럼버,4,14390
골든슬럼버,5,1443
골든슬럼버,6,1804
라라,-1,0
라라,1,846
라라,4,1009
리틀 포레스트,0,10085
리틀 포레스트,1,5513
리틀 포레스트,2,769686
리틀 포레스트,3,398473
리틀 포레스트,4,199195
리틀 포레스트,5,99769
리틀 포레스트,6,16532
리틀 포레스트,7,3602
리틀 포레스트,8,781
리틀 포레스트,9,294
리틀 포레스트,11,331
리틀 포레스트,12,84
리틀 포레스트,13,74
리틀 포레스트,14,7
리틀 포레스트,18,343
리틀 포레스트,19,97
리틀 포레스트,34,856
리틀 포레스트,35,10
리틀 포레스트,38,120
궁합,-1,0
궁합,0,406
궁합,1,4196
궁합,2,1032581
궁합,3,261860
궁합,4,34250
궁합,5,5541
궁합,7,859
궁합,8,154
게이트,1,1890
게이트,2,84662
게이트,3,12236
게이트,4,1447
게이트,5,734
게이트,6,171
게이트,7,32
우리는 썰매를 탄다,1,839
우리는 썰매를 탄다,2,1138
우리는 썰매를 탄다,3,178
우리는 썰매를 탄다,4,149
우리는 썰매를 탄다,5,5
우리는 썰매를 탄다,6,119
사라진 밤,0,208
사라진 밤,1,8015
사라진 밤,2,760212
사라진 밤,3,392003
사라진 밤,4,149323
사라진 밤,5,5210
사라진 밤,6,270
사라진 밤,7,26
사라진 밤,8,419
사라진 밤,9,35
예스 평창!,-1,0
예스 평창!,1,821
바나나쏭의 기적,-1,0
바나나쏭의 기적,1,3016
바나나쏭의 기적,2,3741
바나나쏭의 기적,3,1624
바나나쏭의 기적,4,381
바나나쏭의 기적,5,161
바나나쏭의 기적,6,102
바나나쏭의 기적,7,126
바나나쏭의 기적,12,578
괴물들,1,552
괴물들,2,2457
괴물들,3,225
괴물들,5,40
지금 만나러 갑니다,0,6503
지금 만나러 갑니다,1,16077
지금 만나러 갑니다,2,1052456
지금 만나러 갑니다,3,876695
지금 만나러 갑니다,4,423728
지금 만나러 갑니다,5,173486
지금 만나러 갑니다,6,43013
지금 만나러 갑니다,7,8303
지금 만나러 갑니다,8,266
지금 만나러 갑니다,9,411
지금 만나러 갑니다,10,98
지금 만나러 갑니다,13,382
지금 만나러 갑니다,17,111
지금 만나러 갑니다,19,480
머니백,0,2508
머니백,1,2571
머니백,2,44114
머니백,3,3737
덕구,0,6285
덕구,1,5478
덕구,2,177942
덕구,3,74731
덕구,4,37128
덕구,5,5794
덕구,6,3078
덕구,8,1916
덕구,9,824
덕구,15,163
덕구,16,270
덕구,36,1555
덕구,37,440
덕구,68,432
무문관,0,699
무문관,1,247
무문관,2,7244
무문관,3,3714
무문관,4,3021
무문관,5,2079
무문관,6,1761
무문관,7,1240
무문관,8,370
무문관,9,670
무문관,10,417
무문관,11,79
무문관,15,19
무문관,16,56
무문관,17,62
무문관,18,67
무문관,19,36
치즈인더트랩,0,0
치즈인더트랩,1,6155
치즈인더트랩,2,172473
치즈인더트랩,3,47492
치즈인더트랩,4,2622
당신의 부탁,-5,0
당신의 부탁,0,1141
당신의 부탁,1,603
당신의 부탁,2,19818
당신의 부탁,3,3497
당신의 부탁,4,462
당신의 부탁,5,125
당신의 부탁,6,134
타클라마칸,-1,0
타클라마칸,1,451
타클라마칸,2,326
타클라마칸,3,46
타클라마칸,4,15
곤지암,-1,0
곤지암,0,10165
곤지암,1,57918
곤지암,2,1496379
곤지암,3,771486
곤지암,4,256746
곤지암,5,79555
곤지암,6,2534
곤지암,7,663
곤지암,8,80
곤지암,10,32
곤지암,24,11
곤지암,56,168
오장군의 발톱,1,245
오장군의 발톱,2,1081
오장군의 발톱,3,346
오장군의 발톱,4,303
오장군의 발톱,5,358
오장군의 발톱,6,344
오장군의 발톱,7,49
미니특공대X,0,0
미니특공대X,1,1373
미니특공대X,2,55791
미니특공대X,3,27486
미니특공대X,4,11501
미니특공대X,5,2376
미니특공대X,6,1035
미니특공대X,14,413
미니특공대X,17,64
미니특공대X,35,56
미니특공대X,39,43
7년의 밤,0,194
7년의 밤,1,7717
7년의 밤,2,457140
7년의 밤,3,54057
7년의 밤,4,5160
