순위,영화명,영화코드,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,F-rated,감독,대표감독,감독코드,감독성별,감독_대표역할,감독필모,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배역명,배우코드,배우성별,배우_대표역할,배우필모
300.0,뜨거운 이웃,20166867,2016.1.28,"2,020,000",0.0%,"2,020,000",382,382,20,42,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,1,이전,이전,10057251.0,남자,감독,"어린 엄마의 비밀|맛섹 은밀한 경험 - 무삭제판|어린 새엄마-감독판|친구엄마 그리고 정사-무삭제판|조선음란기방 옥미향 명기열전|선녀는 몸으로 운다-무삭제판|마지막 정사: 여럿이 다같이-감독판|두번째 엄마2-무삭제판|새 엄마의 선물 떡 - 무삭제판|어린 새엄마-무삭제판|마지막 정사: 여럿이 다같이-무삭제판|맛있는 섹스 누나 친구-무삭제판|섹스-이웃집 여자-감독판|선녀는 몸으로 운다-감독판|어린 여배우 무삭제판|음란 조선 기방|맛있는 섹스 그리고 그 여자-감독판|여동생 친구|맛있는 섹스 누나 친구-감독판|거짓말 2018: 감독판|가래떡의 맛: 감독판|선녀의 몸으로 운다-감독판|친구엄마 그리고 정사-감독판|어린 여배우|조선음란기방 옥미향|맛섹 은밀한 경험 감독판|정사의 맛 감독판|그녀의 깊은 정사-감독판|가정부의 손맛 감독판|맛있는 섹스 은밀한 동거|맛있는 섹스 그리고 그 여자|가정교사-맛있는 섹스 비밀 수업|정사: 은밀한 밀애|자유연애시대 무삭제 특별판|핫섹토크 무삭제 감독판|뜨거운 이웃 무삭제 감독판|맛있는 만남|야한밤 심야극장|자유연애시대|뜨거운 이웃|금지된 섹스, 달콤한 복수|핫섹토크|조선안방 스캔들-칠거지악|비밀리애|애송이",,,,,,,,"이채담,이유리",이채담,,20216887.0,여자,배우,불륜 동창회 2 무삭제|남편친구들 무삭제판|착한 엄마 3|남편친구들|맛있는 아내(무삭제판)|알래스카 북극곰(무삭제판)|여배우: 섹스수업|아내의 엄마 2 무삭제|밀애 : 착한 형수 무삭제|불륜 동창회 2|아내의 엄마 2|밀애 : 착한 형수|교회누나 무삭제판|알래스카 북극곰|바람난 아내들2|여자 하숙집2 무삭제|노래방 : 화끈한 여자들 무삭제|노래방 : 화끈한 여자들|정사 : 처제의 사랑 무삭제편|여친엄마 2 무삭제|바람난 아내들|완전한 사육: 감금의 미학|맛있는 아내|착한 이모의 은밀한 아르바이트|성인용품 사용설명서|젊은엄마네하숙집|여친엄마 2|여교사 : 제자와의 사랑|정사 : 처제의 사랑|여자 하숙집2|착한 엄마친구 3|착한 엄마친구 3 무삭제|착한 엄마 3 무삭제|성인용품 사용설명서 무삭제판|여배우: 섹스수업 무삭제판|젊은엄마네 하숙집 무삭제|착한 이모의 은밀한 아르바이트 무삭제판|공즉시색 2|착한 형수 2 무삭제|신입사원|이채담의 지스팟-무삭제|아내의 101번째 결혼 무삭제판|엄마의 직업 [무삭제판]|정사-두자매-무삭제|아내의 101번째 결혼|착한 엄마 친구 무삭제|이채담의 지스팟|착한 형수 2|누나 친구 2 무삭제|정사-두자매|착한 엄마 친구|누나 친구 2|공즉시색2 무삭제|내 아내의 언니 무삭제|자유부인 2017|스와핑 : 친구의 아내 무삭제판|형님 아내 2 - 사모님과 경호원 - 감독판|불륜의 후예 무삭제판|내 아내의 언니|스와핑 : 친구의 아내|불륜의 후예|침대렐라|형님아내2|썰만화|야한 누나들|뜨거운 이웃 무삭제 감독판|수상한 언니들|맛있는 만남|야한밤 심야극장|용주골-무삭제판|뜨거운 이웃|용주골|포장마차-무삭제판|수상한 미용실|포장마차
197.0,울보,20158742,2016.1.28,"6,443,400",0.0%,"6,443,400",858,858,10,194,한국,한국,영화사 소일,오퍼스픽쳐스(유),청소년관람불가,드라마,0,이진우,이진우,20122905.0,남자,감독,"울보|겨울잠|오후 3시, 봄날|레이디 퍼스트|정동진독립영화제2013 섹션5",이진우,이진우,이진우,20122905.0,남자,감독,"울보|겨울잠|오후 3시, 봄날|레이디 퍼스트|정동진독립영화제2013 섹션5","장유상,하윤경,이서준,박혜진,정원희,송준호,주용현,윤진영,이가영,이동희,이승수,이승재,최윤진,최은비,이원우,이주영,차순배,이정현",장유상,이섭,20189669.0,남자,배우,세트플레이|울보|조선마술사|거인|면허시험|선물|해바라기의 습격|밤벌레|동명이인 프로젝트 시즌2|원나잇 온리
120.0,파리의 한국남자,20142401,2016.1.28,"21,816,000",0.0%,"21,816,000","2,966","2,966",24,471,한국,한국,"(주)동녘필름,주식회사 마운틴픽쳐스,네온프로덕션",(주)모멘텀엔터테인먼트,청소년관람불가,드라마,0,전수일,전수일,10061331.0,남자,감독,"아메리카 타운|파리의 한국남자|콘돌은 날아간다|핑크|영도 다리|히말라야, 바람이 머무는 곳|검은 땅의 소녀와|가족초상화|개와 늑대 사이의 시간|나는 나를 파괴할 권리가 있다|새는 폐곡선을 그린다|내 안에 우는 바람",전수일,전수일,전수일,10061331.0,남자,감독,"아메리카 타운|파리의 한국남자|콘돌은 날아간다|핑크|영도 다리|히말라야, 바람이 머무는 곳|검은 땅의 소녀와|가족초상화|개와 늑대 사이의 시간|나는 나를 파괴할 권리가 있다|새는 폐곡선을 그린다|내 안에 우는 바람","조재현,팽지인,서양선,유나론",조재현,상호,10066929.0,남자,배우,봉이 김선달|나홀로 휴가|파리의 한국남자|역린|뫼비우스|무게|콘돌은 날아간다|더 킥|인플루언스|집행자|마린보이|천년학|한반도|로망스|맹부삼천지교|목포는 항구다|청풍명월(淸風明月)|스턴트맨|나쁜 남자|수취인불명|교도소 월드컵|얼굴|처녀들의 저녁식사|야생동물보호구역|내 안에 우는 바람|악어|카루나|영원한 제국|가슴에 돋는 칼로 슬픔을 자르고
2.0,검사외전,20145507,2016.2.3,"77,320,403,264",8.3%,"77,320,403,264","9,707,581","9,707,581","1,812","153,532",한국,한국,"(주)영화사 월광,(주)사나이픽처스",(주)쇼박스,15세이상관람가,"범죄,코미디",0,이일형,이일형,10057103.0,남자,감독,리멤버|검사외전|군도: 민란의 시대|마이 웨이|비스티 보이즈,이일형,이일형,이일형,10057103.0,남자,감독,리멤버|검사외전|군도: 민란의 시대|마이 웨이|비스티 보이즈,"황정민,강동원,이성민,박성웅,김응수,신소율,주진모,김원해,김홍파,김병옥,박종환,전배수,박지환,손종학,신혜선,김시은,김종수,한재영,박지환,박종우,박지홍,송승현,윤석민,이규호,이석준,이선주,이승민,이승우,이승준,이승훈,이승훈,최현준,김영,이정은,장지건,한창현,정기섭,민무제",황정민,변재욱,10090290.0,남자,배우,"인질(가제)|다만 악에서 구하소서|공작|군함도|군함도 감독판|아수라|곡성|검사외전|히말라야|베테랑|국제시장|남자가 사랑할 때|전설의 주먹|신세계|댄싱퀸|모비딕|평양성|부당거래|끝과 시작|구르믈 버서난 달처럼|그림자 살인|슈퍼맨이었던 사나이|행복|검은 집|사생결단|내 생애 가장 아름다운 일주일|너는 내 운명|천군|달콤한 인생|여자, 정혜|마지막 늑대|바람난 가족|이공|로드무비|YMCA야구단|와이키키 브라더스|쉬리|그녀|오감도"
55.0,최강전사 미니특공대: 영웅의 탄생,20159657,2016.2.4,"877,875,200",0.1%,"877,875,200","117,170","117,170",349,"4,863",한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,1,이영준,이영준,20186877.0,남자,감독,미니특공대X|파워배틀 와치카: 와치가면의 역습|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|최강전사 미니특공대: 영웅의 탄생|최강전사 미니특공대 : 새로운 악당의 습격|뽀로로 극장판 슈퍼썰매 대모험,"최인희, 김수훈",최인희,최인희,20228888.0,여자,시나리오(각본),"최강전사 미니특공대: 영웅의 탄생|안녕, 전우치! 도술로봇대결전|최강전사 미니특공대 : 새로운 악당의 습격","엄상현,양정화,전태열",엄상현,,10047326.0,남자,배우,"극장판 헬로카봇 : 달나라를 구해줘!|프린스 코기|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|런닝맨 : 풀룰루의 역습|극장판 뽀잉: 슈퍼 변신의 비밀|극장판 헬로카봇 : 백악기 시대|해적왕 작스톰|미니특공대X|뽀로로 극장판 공룡섬 대모험|킹 오브 프리즘 - 프라이드 더 히어로|바다 탐험대 옥토넛 시즌4: 더 파이널|파워배틀 와치카: 와치가면의 역습|트롤|바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동|눈의 여왕 3: 눈과 불의 마법대결|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|극장판 유희왕 더 다크 사이드 오브 디멘션즈|바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전|최강전사 미니특공대: 영웅의 탄생|바다 탐험대 옥토넛 시즌4: 빙하탐험선S|타이밍|뽀로로 극장판 컴퓨터 왕국 대모험|고녀석 맛나겠다2 : 함께라서 행복해|빌리와 용감한 녀석들 3|최강전사 미니특공대 : 새로운 악당의 습격|생각보다 맑은|헬로 카봇|바다 탐험대 옥토넛 스페셜|꼬마영웅 경찰차 프로디2|피쉬와 칩스 극장판|꼬마마녀 요요와 네네|우주로봇 씨어|쿵후팬더: 영웅의 탄생|부도리의 꿈 |부도리의 꿈(감독판)|레전드 오브 래빗|프렌즈: 몬스터섬의비밀 |마루 밑 아리에티|꼬마영웅 경찰차 프로디|가필드 펫 포스 3D|엘라의 모험 2: 백설공주 길들이기|춤추는 꿈틀이 밴드|제불찰씨 이야기|신암행어사|메밀꽃, 운수 좋은 날, 그리고 봄봄"
293.0,야한 누나들,20161584,2016.2.11,"2,102,000",0.0%,"2,102,000",400,400,20,40,한국,한국,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,1,최우성,최우성,20223066.0,남자,감독,어린 형수 5|막내 형수 - 무삭제판|사돈 처녀 2|음란 과외 2 - 무삭제판|관전남|막내 형수|음란 과외 2|엄마 애인 2 - 무삭제판|엄마 애인 2|관전남 - 무삭제판|어린 형수 4-무삭제판|초대녀 2 - 무삭제판|어린 형수 4|초대녀 2|초대녀 - 무삭제판|어린 처제 - 무삭제판|초대녀|여직원의 맛|어린 처제|어린 형수 3 - 무삭제판 |어린 형수 3|아내를 바꾸다|딸의 친구 - 무삭제판|일본 엄마|딸의 친구|유혹|음란 선비 - 무삭제판|음란 과외 - 무삭제판|음란 선비|음란 과외|맛 2016: 삼시색기- 무삭제판|맛 2016: 삼시색기|새엄마|어린 형수 - 무삭제판|어린 형수|외도(무삭제판)|외도|동호회의 목적|야한 누나들|용주골-무삭제판|용주골,,,,,,,,"이채담,이미나,김라윤",이채담,,20216887.0,여자,배우,불륜 동창회 2 무삭제|남편친구들 무삭제판|착한 엄마 3|남편친구들|맛있는 아내(무삭제판)|알래스카 북극곰(무삭제판)|여배우: 섹스수업|아내의 엄마 2 무삭제|밀애 : 착한 형수 무삭제|불륜 동창회 2|아내의 엄마 2|밀애 : 착한 형수|교회누나 무삭제판|알래스카 북극곰|바람난 아내들2|여자 하숙집2 무삭제|노래방 : 화끈한 여자들 무삭제|노래방 : 화끈한 여자들|정사 : 처제의 사랑 무삭제편|여친엄마 2 무삭제|바람난 아내들|완전한 사육: 감금의 미학|맛있는 아내|착한 이모의 은밀한 아르바이트|성인용품 사용설명서|젊은엄마네하숙집|여친엄마 2|여교사 : 제자와의 사랑|정사 : 처제의 사랑|여자 하숙집2|착한 엄마친구 3|착한 엄마친구 3 무삭제|착한 엄마 3 무삭제|성인용품 사용설명서 무삭제판|여배우: 섹스수업 무삭제판|젊은엄마네 하숙집 무삭제|착한 이모의 은밀한 아르바이트 무삭제판|공즉시색 2|착한 형수 2 무삭제|신입사원|이채담의 지스팟-무삭제|아내의 101번째 결혼 무삭제판|엄마의 직업 [무삭제판]|정사-두자매-무삭제|아내의 101번째 결혼|착한 엄마 친구 무삭제|이채담의 지스팟|착한 형수 2|누나 친구 2 무삭제|정사-두자매|착한 엄마 친구|누나 친구 2|공즉시색2 무삭제|내 아내의 언니 무삭제|자유부인 2017|스와핑 : 친구의 아내 무삭제판|형님 아내 2 - 사모님과 경호원 - 감독판|불륜의 후예 무삭제판|내 아내의 언니|스와핑 : 친구의 아내|불륜의 후예|침대렐라|형님아내2|썰만화|야한 누나들|뜨거운 이웃 무삭제 감독판|수상한 언니들|맛있는 만남|야한밤 심야극장|용주골-무삭제판|뜨거운 이웃|용주골|포장마차-무삭제판|수상한 미용실|포장마차
95.0,멜리스,20157441,2016.2.11,"90,914,800",0.0%,"90,914,800","11,484","11,484",141,"1,465",한국,한국,(주)라임오렌지팩토리,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",1,김용운,김용운,20206966.0,남자,감독,5.18 힌츠페터 스토리|멜리스|된장|다섯은 너무 많아,김용운,김용운,김용운,20206966.0,남자,감독,5.18 힌츠페터 스토리|멜리스|된장|다섯은 너무 많아,"홍수아,임성언,양명헌,김하유,최초우,현봉식,조한선,조덕제,여호민,이창해,정다호,정부자,이윤선",홍수아,최가인,10089613.0,여자,배우,
63.0,번개맨,20150903,2016.2.11,"517,127,000",0.1%,"517,127,000","69,363","69,363",393,"4,644",한국,한국,"(주)드림써치C&C,한국교육방송공사 EBS",씨네그루(주)키다리이엔티,전체관람가,"판타지,가족",0,조근현,조근현,10065272.0,남자,감독,"흥부: 글로 세상을 바꾼 자|번개맨|봄|26년|후궁 : 제왕의 첩|마이 웨이|두 여자|슬픔보다 더 슬픈 이야기|1724 기방난동사건|고고 70|가루지기|라듸오 데이즈|마이 파더|지금 사랑하는 사람과 살고 있습니까?|전설의 고향|허브|음란서생|형사 Duelist|천군|인어 공주|장화, 홍련|버스, 정류장","조근현, 신동훈",조근현,조근현,10065272.0,남자,감독,"흥부: 글로 세상을 바꾼 자|번개맨|봄|26년|후궁 : 제왕의 첩|마이 웨이|두 여자|슬픔보다 더 슬픈 이야기|1724 기방난동사건|고고 70|가루지기|라듸오 데이즈|마이 파더|지금 사랑하는 사람과 살고 있습니까?|전설의 고향|허브|음란서생|형사 Duelist|천군|인어 공주|장화, 홍련|버스, 정류장","정현진,루나",정현진,번개맨,20216268.0,남자,배우,번개맨|빅매치|26년
28.0,좋아해줘,20150977,2016.2.17,"6,572,774,337",0.7%,"6,572,774,337","848,148","848,148",637,"27,125",한국,한국,"리양필름(주),(주)제이케이필름",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,코미디",3,박현진,박현진,20110969.0,여자,감독,"아이돌 권한대행 |좋아해줘|출중한 여자|6년째 연애중|오래된 정원|로맨틱 무브먼트, 서울",유영아,유영아,유영아,20125804.0,여자,시나리오(각본),82년생 김지영|너의 결혼식|사랑하기 때문에|형|국가대표 2|좋아해줘|상의원|캐치미|열한시|노브레싱|톱스타|파파로티|스파이|7번방의 선물|타워|코리아|오직 그대만|친정엄마|웨딩드레스|1724 기방난동사건,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연,이정은,박명신,이승연,김승훈",이미연,,20111397.0,여자,배우,좋아해줘|회사원|어깨 너머의 연인|태풍|중독|재밌는 영화|흑수선|인디안 썸머|물고기자리|주노명 베이커리|내 마음의 풍금|여고괴담|모텔 선인장|넘버 3|무소의 뿔처럼 혼자서 가라|결혼만들기|살어리랏다|눈꽃|가을여행|비개인 오후를 좋아하세요|그래 가끔 하늘을 보자|행복은 성적순이 아니잖아요|그게 아니고
22.0,동주,20158482,2016.2.17,"8,889,077,089",1.0%,"8,889,077,089","1,172,641","1,172,641",543,"39,958",한국,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,0,이준익,이준익,10057485.0,남자,감독,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",신연식,신연식,신연식,10040499.0,남자,감독,"로마서 8:37|동주|프랑스 영화처럼|조류인간|개를 훔치는 완벽한 방법|배우는 배우다|러시안 소설|페어러브|약탈자들|좋은 배우|과대망상자들|내 노래를 들어줘|수주 인 파리|플레이 노 모어|원스 인 어 라이프타임|신연식이 수주와 파리로 간 까닭은? - 신연식 단편선|3월 단편 상상극장-여자, 남자","강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일,박명신,한창현,민진웅",강하늘,윤동주,20111688.0,남자,배우,나와 봄날의 약속|기억의 밤|청년경찰|재심|좋아해줘|동주|순수의 시대|순수의 시대 무삭제편|스물|쎄시봉|소녀괴담|너는 펫|평양성
