순위,영화명,영화코드,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,F-rated,감독,대표감독,감독코드,감독성별,감독_대표역할,감독필모,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배역명,배우코드,배우성별,배우_대표역할,배우필모
206.0,소시민,20145486,2017.1.12,"5,585,800",0.0%,"5,659,800",760,779,10,75,한국,한국,영화사 새삶,홀리가든,15세이상관람가,코미디,0,김병준,김병준,20167143.0,남자,감독,소시민|개똥이,김병준,김병준,김병준,20167143.0,남자,감독,소시민|개똥이,"한성천,황보라,김상균,홍이주,이설구,호효훈,이진한,이동욱,이재우,이재환,강신철,한성천",한수현,,10087533.0,남자,배우,"걸캅스|어쩌다, 결혼|원더풀 고스트|공작|1987|대장 김창수|범죄도시|두 남자|터널|소시민|성난 변호사|악의 연대기|베테랑|역린|롤러코스터|더 테러 라이브|이웃사람|577 프로젝트|범죄와의 전쟁: 나쁜놈들 전성시대|용서받지 못한 자|핑키"
98.0,문영,20158526,2017.1.12,"57,651,900",0.0%,"60,471,599","7,530","7,880",23,614,한국,한국,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,드라마,2,김소연,김소연,20222448.0,여자,감독,문영|문영 단편|너는 거지란다|2월 단편 상상극장-김소연 감독 단편선|오오단편극장 – 김태리 배우 특별전|[인디포럼2016] 신작04 시선이 닿는 곳|오오단편극장 #우리는 분위기를 사랑해|7월 단편 상상극장-태리씨| 2016 대단한단편영화제-단편 초청 섹션 2|서울독립영화제2015 경쟁단편 2,,,,,,,,"김태리,정현,박완규,박정식",김태리,,20201026.0,여자,배우,승리호(가제)|리틀 포레스트|1987|아가씨|아가씨(확장판)|문영|문영 단편|락 아웃|오오단편극장 – 김태리 배우 특별전
82.0,7년-그들이 없는 언론,20163014,2017.1.12,"129,970,700",0.0%,"133,050,700","17,138","17,560",105,"1,676",한국,한국,한국탐사저널리즘센터,(주)인디플러그,12세이상관람가,다큐멘터리,0,김진혁,김진혁,20235147.0,남자,감독,7년-그들이 없는 언론,김진혁,김진혁,김진혁,20235147.0,남자,감독,7년-그들이 없는 언론,"강지웅,권성민,권석재,노종면,박성제,박성호,박진수,우장균,이근행,이용마,정영하,정유신,조승호,최승호,현덕수",강지웅,,20268189.0,남자,배우,7년-그들이 없는 언론
38.0,터닝메카드W: 블랙미러의 부활,20163845,2017.1.18,"3,215,588,500",0.4%,"3,215,588,500","429,933","429,933",570,"14,146",한국,한국,㈜희원엔터테인먼트,씨네그루(주)키다리이엔티,전체관람가,애니메이션,1,"홍헌표,김석원",김석원,20188062.0,남자,감독,터닝메카드W: 블랙미러의 부활|별주부,,,,,,,,"소연,윤아영,신용우,장광,강호철,안영미,윤미나,이재현",소연,나찬 목소리,20110808.0,여자,배우,"슈퍼 빼꼼: 스파이 대작전|터닝메카드W: 블랙미러의 부활|목숨 건 연애|달빛궁궐|카이: 거울 호수의 전설|탐정 : 더 비기닝|뷰티 인사이드|내 심장을 쏴라|나의 사랑 나의 신부|감기|세계일주|나의 PS 파트너 |오래된 인력거|꿍따리 유랑단|완벽한 파트너|흉터|짐승|링크|법정스님의 의자|오빠가 돌아왔다|수상한 이웃들|어쿠스틱|노르웨이의 숲|청출어람|미안해, 고마워"
7.0,더 킹,20151229,2017.1.18,"43,488,814,535",4.8%,"43,488,814,535","5,317,693","5,317,693","1,310","107,983",한국,한국,(주)우주필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",0,한재림,한재림,10087712.0,남자,감독,비상선언|더 킹|특종: 량첸살인기|관상|연애의 온도|우아한 세계|연애의 목적|내츄럴시티,,,,,,,,"조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모,정은채,김소진,황승언,이주연,정준용,박시영,임승묵,박정민,박지홍,박진영,장승연,손영진,안용우,유현종,이나경,이석호,한미진,이승민,이윤희,김원진,김규선,남명렬,이가경,차지원,차엽,오대환,이세랑,정원중,곽순우,금새록",조인성,박태수,10066899.0,남자,배우,"안시성|더 킹|쌍화점|비열한 거리|남남북녀|클래식|마들렌|화장실, 어디에요?|조인성을 좋아하세요"
3.0,공조,20151228,2017.1.18,"63,783,051,326",7.1%,"63,783,051,326","7,817,618","7,817,618","1,392","142,989",한국,한국,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",씨제이이앤엠(주),15세이상관람가,액션,0,김성훈,김성훈,20128773.0,남자,감독,창궐|공조|마이 리틀 히어로,윤현호,윤현호,윤현호,20131793.0,남자,시나리오(각본),공조|변호인|나는 아빠다,"현빈,유해진,김주혁,장영남,이해영,윤아,이동휘,박형수,서은지,신유철,이재남,공정환,김준한,신문성,엄효섭",현빈,,10088975.0,남자,배우,"창궐|협상|꾼|공조|역린|아프리카의 눈물|사랑한다, 사랑하지 않는다|만추|나는 행복합니다|백만장자의 첫사랑|키다리 아저씨|돌려차기|내 이름은 김삼순"
137.0,다른 길이 있다,20157631,2017.1.19,"17,281,700",0.0%,"23,394,700","2,305","2,966",30,359,한국,한국,영화사 몸,"무브먼트,영화사 몸",15세이상관람가,드라마,0,조창호,조창호,10067366.0,남자,감독,다른 길이 있다|폭풍전야|피터팬의 공식|나쁜 남자|날아라 닭!|리틀 인디언 보이|판타스틱 자살소동,조창호,조창호,조창호,10067366.0,남자,감독,다른 길이 있다|폭풍전야|피터팬의 공식|나쁜 남자|날아라 닭!|리틀 인디언 보이|판타스틱 자살소동,"김재욱,서예지,박희진,장혜민,안소연,조혁찬,최승주,이주영,노일환,민성주,이주영,양흥주",김재욱,수완,10005508.0,남자,배우,나비잠|덕혜옹주|다른 길이 있다|두 개의 연애|플랑크 상수|서양 골동 양과자점 앤티크
242.0,다방의 푸른 꿈,20153303,2017.1.26,"3,477,500",0.0%,"3,937,000",500,593,4,134,한국,한국,인디라인,"스토리 너머,아이 엠",전체관람가,다큐멘터리,0,김대현,김대현,20167301.0,남자,감독,시간의 종말|다방의 푸른 꿈|한국번안가요사|살인의 강|내 신발에게,김대현,김대현,김대현,20167301.0,남자,감독,시간의 종말|다방의 푸른 꿈|한국번안가요사|살인의 강|내 신발에게,김정구,김정구,,20300662.0,남자,배우,다방의 푸른 꿈
79.0,뚜르: 내 생애 최고의 49일,20154342,2017.2.1,"141,574,700",0.0%,"208,911,200","19,440","27,908",227,"2,779",한국,한국,"미디어길,(주)영화사 북극곰",(주)리틀빅픽쳐스,12세이상관람가,다큐멘터리,0,"임정하,전일우,박형준,김양래",전일우,20215849.0,남자,감독,뚜르: 내 생애 최고의 49일,,,,,,,,"이윤혁,전일우,이다윗,이윤혁,이정훈,김민정,김지영",이윤혁,본인,20290353.0,남자,배우,뚜르: 내 생애 최고의 49일
391.0,맛있는 워킹걸,20179694,2017.2.2,"940,000",0.0%,"940,000",214,214,20,91,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,1,화니,화니,10089947.0,,촬영,어린 아내-무삭제판|맛있는 유혹|섹스의 목적 - 감독판|바람난 아내|금지된 애욕|맛있는 섹스 그리고 여친|불륜의 유혹|맛있는 워킹걸|어린 아내|19 섹스 맛있는 속 궁합,전소민,전소민,전소민,10061318.0,여자,시나리오(각본),"애연|침입자|맛있는 워킹걸|어린 아내|잠 못 이루는 섹스 2|옆집 누나|자유연애시대|뜨거운 이웃|금지된 섹스, 달콤한 복수|모텔|핫섹토크|위험한 섹스|애인|정사: 위험한 성적 유희 무삭제판|두 번째 엄마 |정사: 위험한 성적유희|환상|거짓말 2014|떡|열애|배꼽과 무릎사이|환상-금지된 정사버전",백지훈,백지훈,봉고차 남자,20287412.0,남자,배우,맛있는 워킹걸
164.0,장기왕 : 가락시장 레볼루션,20163019,2017.2.2,"9,889,000",0.0%,"9,889,000","1,250","1,250",17,208,한국,한국,오락가락픽쳐스,하준사,15세이상관람가,코미디,0,정다원,정다원,20186696.0,남자,감독,걸캅스|목숨 건 연애|장기왕 : 가락시장 레볼루션|자유의 언덕|우리 선희|누구의 딸도 아닌 해원,정다원,정다원,정다원,20186696.0,남자,감독,걸캅스|목숨 건 연애|장기왕 : 가락시장 레볼루션|자유의 언덕|우리 선희|누구의 딸도 아닌 해원,"정두원,최시온,박예영,정다원,송치영,송치영,정지형,정진재,주용,최요셉,이서하,이승철,이윤형,홍지석,홍지석,김재록,김태양,안선영,배유람,이정민",정두원,,10061686.0,남자,배우,장기왕 : 가락시장 레볼루션|뷰티 인사이드
15.0,조작된 도시,20150964,2017.2.9,"20,143,992,587",2.2%,"20,143,992,587","2,515,501","2,515,501","1,019","62,241",한국,한국,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",씨제이이앤엠(주),15세이상관람가,"범죄,액션",0,박광현,박광현,10028469.0,남자,감독,조작된 도시|웰컴 투 동막골|별리섬|거미맨|사방에 적|내 나이키|교회누나|묻지마 패밀리,"박광현, 오상호",박광현,박광현,10028469.0,남자,감독,조작된 도시|웰컴 투 동막골|별리섬|거미맨|사방에 적|내 나이키|교회누나|묻지마 패밀리,"지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬,박재민,박정환,박주현,박준규,박지홍,장민준,전영욱,정근수,정상문,신동호,신민철,정이삭,오준표,오지홍,조진규,윤성민,최경미,최경식,최창국,이민호,이민호,이상진,이석,이석,이수빈,한성관,이유진,이정훈,이정훈,이종혁,노남석,백승철,손강국,한지은,박지후,오재세,김슬기,박경혜,권태원,이성우",지창욱,권유,20187851.0,남자,배우,조작된 도시|고死 두 번째 이야기: 교생실습|정승필 실종사건|슬리핑 뷰티
66.0,"그래, 가족",20161366,2017.2.15,"350,293,300",0.0%,"350,293,300","46,623","46,623",361,"5,294",한국,한국,"(주)청우필름,(주)26컴퍼니,(주)데이드림",월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,코미디,1,마대윤,마대윤,10021332.0,남자,감독,"그래, 가족|덕혜옹주|더 폰|탐정 : 더 비기닝|방황하는 칼날|간첩|10억|청풍명월(淸風明月)|실제상황|하루하루|눈길|마릴린 먼로의 초상","윤필준, 정미진",윤필준,윤필준,20131355.0,남자,시나리오(각본),"안시성|그래, 가족|연애의 맛|브라보 마이 라이프","이요원,정만식,이솜,정준원,윤혜리,임지아,박준영,안성일,윤경호,정애화,김영재,박성연",이요원,,10056792.0,여자,배우,"그래, 가족|전설의 주먹|용의자X|된장|화려한 휴가|광식이 동생 광태|서프라이즈|아프리카|고양이를 부탁해|주유소 습격사건|남자의 향기"
16.0,재심,20166421,2017.2.15,"19,266,319,637",2.1%,"19,266,319,637","2,421,197","2,421,197",935,"68,402",한국,한국,(주)이디오플랜,"오퍼스픽쳐스(유),CGV아트하우스",15세이상관람가,드라마,0,김태윤,김태윤,10006129.0,남자,감독,미스터 주(가제)|재심|또 하나의 약속|용의자X|인사동 스캔들|잔혹한 출근|수사반장 트위스트 김|마이 페어 레이디즈,김태윤,김태윤,김태윤,10006129.0,남자,감독,미스터 주(가제)|재심|또 하나의 약속|용의자X|인사동 스캔들|잔혹한 출근|수사반장 트위스트 김|마이 페어 레이디즈,"정우,강하늘,김해숙,이동휘,한재영,이경영,박희정,우상기,조해진,유지현,이다은,이동희,이동준,이승훈,한하늘,이정수,이정은,이종재,김진욱,김소진,김하나,최정헌,전소현,우상기,민진웅,김영재",정우,,10062023.0,남자,배우,뜨거운 피|더러운 돈에 손대지 마라|이웃 사촌|흥부: 글로 세상을 바꾼 자|제5열|재심|히말라야|쎄시봉|붉은 가족|바람|바람_감독판|숙명|스페어|다찌마와리|애정결핍이 두 남자에게 미치는 영향|짝패|사생결단|그때 그 사람들|돌려차기|그놈은 멋있었다|불어라 봄바람|바람난 가족|동갑내기 과외하기|품행제로|라이터를 켜라|인류멸망 보고서
68.0,레이디버그,20168668,2017.2.22,"310,291,500",0.0%,"310,291,500","41,041","41,041",172,"2,158",한국,"한국,프랑스,일본",(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,"애니메이션,액션,어드벤처",1,장성,장성,20275130.0,남자,감독,레이디버그,,,,,,,,"여민정,남도형,홍시호,이민규",여민정,레이디버그,20234807.0,여자,배우,극장판 공룡메카드: 타이니소어의 섬|극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~|신비아파트: 금빛 도깨비와 비밀의 동굴|극장판 요괴워치 섀도사이드: 도깨비왕의 부활|극장판 레이디버그: 미라클스톤의 비밀|극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계|극장판 짱구는 못말려 : 습격!! 외계인 덩덩이|리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국|레이디버그|짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격|극장판 안녕 자두야|명탐정 코난:감벽의 관
61.0,루시드 드림,20156562,2017.2.22,"759,481,000",0.1%,"759,481,000","102,170","102,170",461,"8,534",한국,한국,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,스릴러",0,김준성,김준성,20122844.0,남자,감독,루시드 드림|삶의 향기|마지막 귀갓길,김준성,김준성,김준성,20122844.0,남자,감독,루시드 드림|삶의 향기|마지막 귀갓길,"고수,설경구,박유천,강혜정,박인환,천호진,정성호,신중혁,조성미,우영택,이석,이석,이승호,홍의정,황비긴,황인준,김유선,김택규,전석호,최대훈,전신환,이시아",고수,최대호,10001656.0,남자,배우,남한산성|석조저택 살인사건|루시드 드림|덕혜옹주|상의원|집으로 가는 길|반창꼬|고지전|초능력자|백야행|썸|하얀악마; 금요일 밤 택시드라이버|민우씨 오는 날|요조숙녀
43.0,싱글라이더,20161723,2017.2.22,"2,685,519,021",0.3%,"2,685,519,021","351,276","351,276",576,"16,746",한국,한국,(주)퍼펙트스톰필름,워너브러더스 코리아(주),15세이상관람가,드라마,2,이주영,이주영,20232106.0,여자,감독,싱글라이더,이주영,이주영,이주영,20232106.0,여자,감독,싱글라이더,"진남수,이병헌,공효진,안소희,장요한,최병구,이상원,연송하,백수장,김수진,최준영,강신철",진남수,고객1,10070433.0,남자,배우,싱글라이더
85.0,눈발,20150753,2017.3.1,"119,895,800",0.0%,"120,313,800","13,556","13,640",69,823,한국,한국,명필름랩,(주)리틀빅픽쳐스,15세이상관람가,드라마,0,조재민,조재민,20173028.0,남자,감독,눈발|버블아트|징후|순환선|제15회 미쟝센 단편영화제 미쟝센의 미쟝센 1|1월 독립영화의 재발견 '벼랑 끝의 사람들'|제13회 미쟝센 단편영화제 전년도 수상작1,조재민,조재민,조재민,20173028.0,남자,감독,눈발|버블아트|징후|순환선|제15회 미쟝센 단편영화제 미쟝센의 미쟝센 1|1월 독립영화의 재발견 '벼랑 끝의 사람들'|제13회 미쟝센 단편영화제 전년도 수상작1,"진영,지우,박진영,서수민,정현경,이윤희",진영,,20286647.0,남자,배우,프린세스 아야|눈발
106.0,커피 메이트,20166422,2017.3.1,"52,071,000",0.0%,"52,071,000","6,459","6,459",99,"1,247",한국,한국,(주)써니엔터테인먼트,(주)스톰픽쳐스코리아,청소년관람불가,멜로/로맨스,1,이현하,이현하,20239946.0,남자,감독,커피 메이트,이현하,이현하,이현하,20239946.0,남자,감독,커피 메이트,"윤진서,오지호,임수빈,주영민",윤진서,,10054538.0,여자,배우,재혼의 기술|리벤져|커피 메이트|태양을 쏴라 무삭제판|태양을 쏴라|경주|산타바바라|그녀가 부른다|영화판|결정적 한방|비밀애|이리|비스티 보이즈|두 사람이다|바람피기 좋은 날|울어도 좋습니까?|슈퍼스타 감사용|올드보이|취화선|아름다운 유년|고양이를 돌려줘|나의 새 남자친구|모빌|따로 또 같이
55.0,눈길,20158799,2017.3.1,"975,750,100",0.1%,"975,962,100","130,440","130,493",495,"9,899",한국,한국,KBS,"(주)엣나인필름,CGV아트하우스",15세이상관람가,드라마,3,이나정,이나정,20208386.0,여자,감독,눈길,"류보라, 유보라",류보라,류보라,20296969.0,여자,시나리오(각본),눈길,"김영옥,김향기,김새론,조수향,서영주,장영남,박윤호,이승연,이칸희,박명신,이승연,이학주",김영옥,최종분,20220846.0,여자,배우,"눈길|헬머니|워킹걸|막걸스|봄, 눈|써니|식객2 : 김치전쟁|울학교 이티|강철중: 공공의 적 1-1|수|쏜다|올드미스다이어리|꽃피는 봄이 오면|불어라 봄바람|화이트 발렌타인|우묵배미의 사랑|비 오는 날 수채화|로보트 태권 V|구름은 흘러도|수업료"
28.0,해빙,20150971,2017.3.1,"9,905,406,822",1.1%,"9,905,406,822","1,204,600","1,204,600",915,"46,227",한국,한국,"위더스필름(주),(주)영화사불",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,2,이수연,이수연,10056147.0,여자,감독,해빙|4인용 식탁|이공|E.D. 571|래빗|물안경|8월 수요단편극장 “신스틸러의 단편”|가족시네마,이수연,이수연,이수연,10056147.0,여자,감독,해빙|4인용 식탁|이공|E.D. 571|래빗|물안경|8월 수요단편극장 “신스틸러의 단편”|가족시네마,"조진웅,신구,김대명,송영창,이청아,윤세아,박희정,서수민,이강재,이재은",조진웅,승훈,10067353.0,남자,배우,블랙머니|퍼펙트맨|광대들: 풍문조작단|클로즈 투 유(가제)|완벽한 타인|공작|독전: 익스텐디드 컷|독전|대장 김창수|해빙|마차 타고 고래고래|보안관|사냥|아가씨|아가씨(확장판)|암살|장수상회|파울볼|허삼관|우리는 형제입니다|명량|군도: 민란의 시대|끝까지 간다|화이: 괴물을 삼킨 아이|파파로티|분노의 윤리학|용의자X|범죄와의 전쟁: 나쁜놈들 전성시대|퍼펙트 게임|고지전|글러브|맨발의 꿈|베스트셀러|부산|국가대표|쌍화점|달콤한 거짓말|스페어|GP 506|마이 뉴 파트너|마지막 선물|폭력써클|비열한 거리|강적|야수|우리 형|말죽거리 잔혹사|경관의 피(가제)
234.0,녹화중이야,20155381,2017.3.2,"3,544,500",0.0%,"3,544,500",521,521,6,75,한국,한국,노가리필름,"노가리필름,(주)인디플러그",15세이상관람가,멜로/로맨스,0,박민국,박민국,20216286.0,남자,감독,노가리|녹화중이야,박민국,박민국,박민국,20216286.0,남자,감독,노가리|녹화중이야,"최현우,김혜연,박민국,박상규,조건호",최현우,,20274149.0,남자,배우,산상수훈|녹화중이야
108.0,아티스트: 다시 태어나다,20154802,2017.3.9,"43,962,800",0.0%,"45,549,600","5,817","6,089",119,"1,220",한국,한국,"(주)영화사소요,(주)백그림,(주)실버라이닝 스튜디오",(주)콘텐츠판다,15세이상관람가,"드라마,범죄,미스터리",1,김경원,김경원,20215486.0,남자,감독,아티스트: 다시 태어나다,김경원,김경원,김경원,20215486.0,남자,감독,아티스트: 다시 태어나다,"류현경,박정민,문종원,이순재,이진섭,박정민,박진수,박희진,신수정,신영진,신종훈,안영진,안용주,최형욱,이석재,이수지,황인철,김형주,문현성,이칸희",류현경,오인숙,10019138.0,여자,배우,"기도하는 남자|호랑이보다 무서운 겨울손님|아티스트: 다시 태어나다|열정같은소리하고있네|오피스|쓰리 썸머 나잇|나의 절친 악당들|제보자|만신|전국노래자랑|앵두야, 연애하자|두 번의 결혼식과 한 번의 장례식|마마|굿바이 보이|쩨쩨한 로맨스|시라노; 연애조작단|방자전|물 좀 주소|동해물과 백두산이|이사|날강도|슬로우 푸드, 패스트 푸드 |메밀꽃, 운수 좋은 날, 그리고 봄봄|첫사랑 열전|Dir/Actors 11. 여배우들 단편"
116.0,왕을 참하라,20182889,2017.3.16,"32,469,800",0.0%,"32,469,800","4,237","4,237",54,420,한국,한국,(주)영화사 조은,(주)박수엔터테인먼트,청소년관람불가,드라마,1,김재수,김재수,10005493.0,남자,감독,왕을 참하라 무삭제판|왕을 참하라|천국의 셋방(무삭제)|청야|천국의 셋방|클럽 버터플라이|애란|깜보|방황하는 별들,,,,,,,,"강연정,강윤,추석영,김학철,이영범,박희진,박정민,박지영,박현지,신재훈,최지유",강연정,,20113282.0,여자,배우,왕을 참하라 무삭제판|왕을 참하라|반달곰|파랑주의보|나이브 데이즈|수쟌느
52.0,비정규직 특수요원,20167905,2017.3.16,"1,150,732,700",0.1%,"1,150,732,700","149,719","149,719",497,"11,132",한국,한국,"(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)","(주)이수C&E,(주)스톰픽쳐스코리아",15세이상관람가,"코미디,액션",1,김덕수,김덕수,10003883.0,남자,감독,비정규직 특수요원|아빠를 빌려드립니다|이장과 군수|작업의 정석|여선생 VS 여제자|선생 김봉두|재밌는 영화,,,,,,,,"강예원,한채아,조재윤,김민교,김성은,남성진,동현배,남궁민,신영훈,심은주,유연수,윤석진,채환,최효정,한승환,한용환,이예림,이정민,이정민,김동철,김용진,김용훈,박성훈,현봉식,주예지",강예원,,20066563.0,여자,배우,"나쁜 녀석들: 더 무비|왓칭|비정규직 특수요원|트릭|날, 보러와요|연애의 맛|내 연애의 기억|조선미녀삼총사|엘 꼰도르 빠사|점쟁이들|퀵|헬로우 고스트|하모니|1번가의 기적"
165.0,만담강호,20172601,2017.3.22,"9,597,000",0.0%,"9,597,000","1,211","1,211",13,161,한국,한국,"(주)달고나엔터테인먼트,케이티하이텔(주)",㈜인디스토리,청소년관람불가,"애니메이션,코미디,액션",0,오인용,오인용,10050699.0,남자,감독,만담강호,오인용,오인용,오인용,10050699.0,남자,감독,만담강호,"정지혁,김창후,김정훈,안효민,정영수,박주광,안효민,안효민,안효민,안효민,안효민,안효민,안효민,안효민",정지혁,두목/영환도수,20274749.0,남자,배우,만담강호
65.0,밤의 해변에서 혼자,20179442,2017.3.23,"439,416,092",0.0%,"439,416,092","57,056","57,056",133,"4,278",한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,드라마,1,홍상수,홍상수,10089497.0,남자,감독,"강변호텔|풀잎들|그 후|클레어의 카메라|밤의 해변에서 혼자|당신자신과 당신의 것|지금은맞고그때는틀리다|자유의 언덕|우리 선희|누구의 딸도 아닌 해원|토니 레인즈의 한국영화 25년|다른나라에서|북촌방향|옥희의 영화|하하하|잘 알지도 못하면서|밤과 낮|나의 사랑, 나의 영화|해변의 여인|극장전|한국 영화의 르네상스|여자는 남자의 미래다|생활의 발견|오! 수정|강원도의 힘|돼지가 우물에 빠진 날|리스트|첩첩산중|10월 단편 상상극장-홍상수 단편선|베니스 70 : 미래 재장전|어떤 방문 : 디지털 삼인삼색2009",홍상수,홍상수,홍상수,10089497.0,남자,감독,"강변호텔|풀잎들|그 후|클레어의 카메라|밤의 해변에서 혼자|당신자신과 당신의 것|지금은맞고그때는틀리다|자유의 언덕|우리 선희|누구의 딸도 아닌 해원|토니 레인즈의 한국영화 25년|다른나라에서|북촌방향|옥희의 영화|하하하|잘 알지도 못하면서|밤과 낮|나의 사랑, 나의 영화|해변의 여인|극장전|한국 영화의 르네상스|여자는 남자의 미래다|생활의 발견|오! 수정|강원도의 힘|돼지가 우물에 빠진 날|리스트|첩첩산중|10월 단편 상상극장-홍상수 단편선|베니스 70 : 미래 재장전|어떤 방문 : 디지털 삼인삼색2009","김민희,정재영,서영화,권해효,송선미,문성근,안재홍,박예주,박홍열,신선,공민정,안선영,강태우",김민희,,10004236.0,여자,배우,강변호텔|풀잎들|그 후|클레어의 카메라|밤의 해변에서 혼자|아가씨|아가씨(확장판)|지금은맞고그때는틀리다|우는 남자|연애의 온도|뒷담화: 감독이 미쳤어요|화차|모비딕|여배우들|뜨거운 것이 좋아|서프라이즈|순애보
40.0,보통사람,20167902,2017.3.23,"2,956,397,623",0.3%,"2,956,397,623","383,336","383,336",621,"19,928",한국,한국,"(주)트리니티엔터테인먼트,(주)영화사장춘",오퍼스픽쳐스(유),15세이상관람가,드라마,0,김봉한,김봉한,10004369.0,남자,감독,패키지|보통사람|히어로|미아,조사무엘,조사무엘,조사무엘,10065870.0,남자,시나리오(각본),보통사람|악인은 살아 있다|헬머니|음치 클리닉 |가루지기|마파도2|싸움의 기술,"손현주,장혁,김상호,라미란,정만식,조달환,지승현,오연아,강현구,이학렬,이형기,박형수,서주연,정원태,양재영,윤준호,이영호,이유진,이승용,김영,주석태",손현주,,20111125.0,남자,배우,"광대들: 풍문조작단|보통사람|사냥|더 폰|악의 연대기|숨바꼭질|은밀하게 위대하게 (확장판)|은밀하게 위대하게|공소시효|더 게임|펀치레이디|연리지|이대로, 죽을 순 없다(Short Time)|라이어|맹부삼천지교"
12.0,프리즌,20162181,2017.3.23,"23,790,276,987",2.6%,"23,790,276,987","2,931,897","2,931,897","1,047","89,024",한국,한국,(주)큐로홀딩스,(주)쇼박스,청소년관람불가,"범죄,액션",0,나현,나현,10007424.0,남자,감독,프리즌|미안해 사랑해 고마워|남쪽으로 튀어|마이 웨이|마당을 나온 암탉|그 남자의 책 198쪽|우리 생애 최고의 순간|화려한 휴가|돌려차기|목포는 항구다|모르는 사람,나현,나현,나현,10007424.0,남자,감독,프리즌|미안해 사랑해 고마워|남쪽으로 튀어|마이 웨이|마당을 나온 암탉|그 남자의 책 198쪽|우리 생애 최고의 순간|화려한 휴가|돌려차기|목포는 항구다|모르는 사람,"한석규,김래원,정웅인,조재윤,신성록,곽민호,박영준,임경욱,장한승,신영진,지동주,유정호,윤세현,천재성,이상민,이수민,이용직,이재수,이정수,이정훈,홍도성,김성종,연송하,이재균,차엽,서호철,현봉식,김승훈,배명진",한석규,정익호,10087518.0,남자,배우,우상|천문: 하늘에 묻는다|프리즌|상의원|파파로티|베를린|이층의 악당|백야행|눈에는 눈 이에는 이|사랑할 때 이야기하는 것들|구타유발자들|음란서생|미스터 주부퀴즈왕|그때 그 사람들|주홍글씨|이중간첩|텔미썸딩|쉬리|8월의 크리스마스|접속|넘버 3|초록물고기|은행나무 침대|닥터 봉|소금인형
37.0,원라인,20151230,2017.3.29,"3,319,035,433",0.4%,"3,319,035,433","435,048","435,048",613,"20,788",한국,한국,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,0,양경모,양경모,20182346.0,남자,감독,원라인|떨|일출|나쁜 연기|제15회 미쟝센 단편영화제 전년도 수상작 1|제16회 대구단편영화제 경쟁8|제14회 미쟝센 단편영화제 비정성시1,양경모,양경모,양경모,20182346.0,남자,감독,원라인|떨|일출|나쁜 연기|제15회 미쟝센 단편영화제 전년도 수상작 1|제16회 대구단편영화제 경쟁8|제14회 미쟝센 단편영화제 비정성시1,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도,박지홍,안지현,유요한,이도현,최창국,이석호,한민철,이영호,홍성호,김말구,김태준,김근영,임지환,김대현,황성준,오민애,김국희,박근록,현봉식,이일화,박성연",임시완,민재,20171222.0,남자,배우,불한당: 나쁜 놈들의 세상|원라인|오빠생각|리오 2|변호인|미생 프리퀄|보스턴 1947
263.0,콜리션,20169603,2017.3.30,"2,336,000",0.0%,"2,336,000",430,430,22,125,한국,한국,영화사 행성,THE 픽쳐스,청소년관람불가,"공포(호러),스릴러",0,"이윤호,허서형",이윤호,20243869.0,남자,감독,콜리션|멜리스|잡아야 산다|막걸스,"이윤호, 허서형",이윤호,이윤호,20243869.0,남자,감독,콜리션|멜리스|잡아야 산다|막걸스,"이승준,이익준,김범태,여이레,박태산,이루리,이승준",이승준,,20199239.0,남자,배우,콜리션|롤러코스터|이쁜 것들이 되어라
