,상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회
63,2018-01-11,04관(SCREENX),"07:00,  쥬만지: 새로운 세계(디지털)","09:30,  1987(디지털),  7,000원","12:10,  쥬만지: 새로운 세계(디지털),  9,000원","14:50,  원더(디지털),  10,000원","17:20,  쥬만지: 새로운 세계(디지털),  10,000원","20:00,  1987(디지털),  10,000원","22:40,  1987(디지털),  9,000원","25:20,  1987(디지털),  8,000원","28:00,  다운사이징(디지털),  8,000원",,,
64,2018-01-11,05관,"08:00,  1987(디지털),  9,000원","10:40,  1987(디지털),  9,000원","13:20,  1987(디지털),  10,000원","16:00,  1987(디지털),  10,000원","18:40,  1987(디지털),  10,000원","21:20,  1987(디지털),  10,000원","24:00,  1987(디지털),  9,000원","26:40,  1987(디지털),  8,000원",,,,
65,2018-01-11,06관,"07:30,  다운사이징(디지털),  9,000원","10:15,  다운사이징(디지털),  9,000원","13:00,  코코(디지털),  9,000원","15:40,  다운사이징(디지털),  10,000원","18:25,  코코(디지털),  10,000원","21:00,  다운사이징(디지털),  10,000원","23:45,  코코(디지털),  9,000원","26:20,  신과함께-죄와 벌(디지털),  7,000원",,,,
66,2018-01-12,01관,"07:00,  신과함께-죄와 벌(디지털),  7,000원","09:50,  신과함께-죄와 벌(디지털),  9,000원","12:50,  신과함께-죄와 벌(디지털),  11,000원","15:40,  신과함께-죄와 벌(디지털),  11,000원","18:30,  신과함께-죄와 벌(디지털),  11,000원","21:30,  신과함께-죄와 벌(디지털),  11,000원","24:20,  신과함께-죄와 벌(디지털),  9,000원","27:20,  신과함께-죄와 벌(디지털),  9,000원",,,,
67,2018-01-12,02관,"07:50,  다운사이징(디지털),  7,000원","10:35,  다운사이징(디지털),  11,000원","13:20,  코코(디지털),  11,000원","16:00,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  11,000원","18:10,  코코(디지털),  11,000원","20:50,  원더(디지털),  11,000원","23:20,  코코(디지털),  11,000원","26:00,  코코(디지털),  9,000원","28:45,  신과함께-죄와 벌(디지털),  9,000원",,,
68,2018-01-12,03관,"07:20,  1987(디지털),  7,000원","10:00,  1987(디지털),  7,000원","12:40,  1987(디지털),  11,000원","15:20,  1987(디지털),  11,000원","18:00,  1987(디지털),  11,000원","20:40,  1987(디지털),  11,000원","23:30,  1987(디지털),  11,000원","26:10,  1987(디지털),  9,000원",,,,
69,2018-01-12,04관(SCREENX),"07:30,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털)","09:30,  위대한 쇼맨(디지털),  7,000원","11:40,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  9,000원","13:40,  쥬만지: 새로운 세계(디지털),  11,000원","16:20,  원더(디지털),  11,000원","18:50,  다운사이징(디지털),  11,000원","21:40,  쥬만지: 새로운 세계(디지털),  11,000원","24:10,  다운사이징(디지털),  9,000원","26:50,  1987(디지털),  9,000원",,,
70,2018-01-12,05관,"06:30,  코코(디지털),  7,000원","09:10,  코코(디지털),  7,000원","11:50,  코코(디지털),  11,000원","14:30,  코코(디지털),  11,000원","17:10,  코코(디지털),  11,000원","19:50,  코코(디지털),  11,000원","22:30,  코코(디지털),  11,000원","25:10,  코코(디지털),  9,000원","27:50,  코코(디지털),  9,000원",,,
71,2018-01-12,06관,"06:50,  쥬만지: 새로운 세계(디지털),  7,000원","09:20,  쥬만지: 새로운 세계(디지털),  9,000원","12:00,  위대한 쇼맨(디지털),  11,000원","14:10,  다운사이징(디지털),  11,000원","16:55,  1987(디지털),  11,000원","19:35,  1987(디지털),  11,000원","22:15,  1987(디지털),  11,000원","24:55,  쥬만지: 새로운 세계(디지털),  9,000원","27:30,  1987(디지털),  9,000원",,,
72,2018-01-13,01관,"08:00,  신과함께-죄와 벌(디지털),  9,000원","10:50,  신과함께-죄와 벌(디지털),  11,000원","13:40,  신과함께-죄와 벌(디지털),  11,000원","16:30,  신과함께-죄와 벌(디지털),  11,000원","19:20,  신과함께-죄와 벌(디지털),  10,000원","22:10,  신과함께-죄와 벌(디지털),  11,000원","24:55,  신과함께-죄와 벌(디지털),  9,000원","27:50,  신과함께-죄와 벌(디지털),  9,000원",,,,
73,2018-01-13,02관,"08:30,  쥬만지: 새로운 세계(디지털),  7,000원","11:00,  쥬만지: 새로운 세계(디지털),  11,000원","13:30,  코코(디지털),  11,000원","16:10,  쥬만지: 새로운 세계(디지털),  10,000원","18:40,  코코(디지털),  11,000원","21:20,  코코(디지털),  11,000원","24:00,  코코(디지털),  11,000원","26:45,  1987(디지털),  9,000원",,,,
74,2018-01-13,03관,"06:30,  코코(디지털),  7,000원","09:10,  코코(디지털),  7,000원","11:50,  코코(디지털),  11,000원","14:30,  코코(디지털),  11,000원","17:10,  코코(디지털),  7,000원","19:50,  코코(디지털),  11,000원","22:35,  코코(디지털),  11,000원","25:10,  코코(디지털),  9,000원","28:00,  코코(디지털),  9,000원",,,
75,2018-01-13,04관(SCREENX),"06:40,  1987(디지털),  7,000원","09:35,  다운사이징(디지털),  7,000원","12:20,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  11,000원","14:20,  1987(디지털),  11,000원","17:00,  1987(디지털),  11,000원","19:40,  1987(디지털),  11,000원","22:20,  1987(디지털),  11,000원","25:00,  1987(디지털),  9,000원","27:40,  다운사이징(디지털),  9,000원",,,
76,2018-01-13,05관,"07:20,  1987(디지털),  9,000원","10:00,  1987(디지털),  9,000원","12:40,  1987(디지털),  11,000원","15:20,  1987(디지털),  11,000원","18:00,  1987(디지털),  11,000원","20:40,  1987(디지털),  11,000원","23:20,  1987(디지털),  11,000원","26:00,  1987(디지털),  9,000원",,,,
77,2018-01-13,06관,"07:50,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  7,000원","09:50,  원더(디지털),  7,000원","12:30,  위대한 쇼맨(디지털),  11,000원","14:50,  다운사이징(디지털),  11,000원","17:35,  위대한 쇼맨(디지털),  10,000원","20:00,  다운사이징(디지털),  11,000원","22:45,  쥬만지: 새로운 세계(디지털),  11,000원","25:20,  위대한 쇼맨(디지털),  9,000원","27:30,  1987(디지털),  9,000원",,,
78,2018-01-14,01관,"08:00,  신과함께-죄와 벌(디지털),  7,000원","10:50,  신과함께-죄와 벌(디지털),  11,000원","13:40,  신과함께-죄와 벌(디지털),  11,000원","16:30,  신과함께-죄와 벌(디지털),  11,000원","19:25,  신과함께-죄와 벌(디지털),  9,000원","22:10,  신과함께-죄와 벌(디지털),  11,000원","25:05,  신과함께-죄와 벌(디지털),  9,000원","27:55,  신과함께-죄와 벌(디지털),  9,000원",,,,
79,2018-01-14,02관,"07:00,  코코(디지털),  7,000원","09:35,  다운사이징(디지털),  7,000원","12:20,  위대한 쇼맨(디지털),  11,000원","14:40,  원더(디지털),  11,000원","17:00,  쥬만지: 새로운 세계(디지털),  11,000원","19:40,  다운사이징(디지털),  11,000원","22:25,  쥬만지: 새로운 세계(디지털),  11,000원","24:55,  위대한 쇼맨(디지털),  9,000원","27:10,  1987(디지털),  9,000원",,,
80,2018-01-14,03관,"07:20,  1987(디지털),  9,000원","10:00,  1987(디지털),  9,000원","12:40,  1987(디지털),  11,000원","15:20,  1987(디지털),  11,000원","18:00,  1987(디지털),  11,000원","20:40,  1987(디지털),  11,000원","23:20,  1987(디지털),  11,000원","26:00,  1987(디지털),  9,000원",,,,
81,2018-01-14,04관(SCREENX),"07:50,  쥬만지: 새로운 세계(디지털),  7,000원","10:20,  쥬만지: 새로운 세계(디지털),  11,000원","12:50,  코코(디지털),  11,000원","15:30,  다운사이징(디지털),  11,000원","18:15,  코코(디지털),  11,000원","20:55,  코코(디지털),  11,000원","23:30,  다운사이징(디지털),  11,000원","26:15,  신과함께-죄와 벌(디지털),  9,000원",,,,
82,2018-01-14,05관,"06:30,  코코(디지털),  7,000원","09:10,  코코(디지털),  9,000원","11:50,  코코(디지털),  11,000원","14:30,  코코(디지털),  11,000원","17:10,  코코(디지털),  11,000원","19:50,  코코(디지털),  11,000원","22:35,  코코(디지털),  11,000원","25:20,  코코(디지털),  9,000원","28:00,  1987(디지털),  9,000원",,,
83,2018-01-14,06관,"07:40,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  7,000원","09:45,  위대한 쇼맨(디지털),  9,000원","12:00,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  11,000원","14:00,  1987(디지털),  11,000원","16:40,  1987(디지털),  11,000원","19:15,  1987(디지털),  11,000원","21:55,  1987(디지털),  11,000원","24:40,  1987(디지털),  9,000원","27:20,  코코(디지털),  9,000원",,,
84,2018-01-15,01관,"08:00,  신과함께-죄와 벌(디지털),  6,500원","10:50,  신과함께-죄와 벌(디지털),  9,000원","13:40,  신과함께-죄와 벌(디지털),  10,000원","16:30,  신과함께-죄와 벌(디지털),  10,000원","19:20,  신과함께-죄와 벌(디지털),  10,000원","22:10,  신과함께-죄와 벌(디지털),  9,000원","25:00,  신과함께-죄와 벌(디지털),  8,000원",,,,,
85,2018-01-15,02관,"07:10,  다운사이징(디지털),  6,000원","09:50,  쥬만지: 새로운 세계(디지털),  6,000원","12:25,  쥬만지: 새로운 세계(디지털),  9,000원","14:55,  다운사이징(디지털),  10,000원","17:40,  쥬만지: 새로운 세계(디지털),  10,000원","20:10,  다운사이징(디지털),  10,000원","22:55,  위대한 쇼맨(디지털),  9,000원","25:10,  다운사이징(디지털),  8,000원",,,,
86,2018-01-15,03관,"06:30,  코코(디지털),  6,000원","09:10,  코코(디지털),  9,000원","11:50,  코코(디지털),  9,000원","14:30,  코코(디지털),  10,000원","17:10,  코코(디지털),  10,000원","19:50,  코코(디지털),  10,000원","22:35,  코코(디지털),  9,000원","25:20,  코코(디지털),  8,000원",,,,
87,2018-01-15,04관(SCREENX),"06:50,  위대한 쇼맨(디지털),  6,000원","09:00,  1987(디지털),  9,000원","11:40,  1987(디지털),  9,000원","14:20,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  10,000원","16:20,  1987(디지털),  10,000원","19:00,  1987(디지털),  10,000원","21:40,  1987(디지털),  10,000원","24:20,  1987(디지털),  8,000원",,,,
88,2018-01-15,05관,"07:20,  1987(디지털),  6,500원","10:00,  1987(디지털),  6,000원","12:40,  1987(디지털),  9,000원","15:20,  1987(디지털),  10,000원","18:00,  1987(디지털),  10,000원","20:40,  1987(디지털),  10,000원","23:20,  1987(디지털),  9,000원",,,,,
89,2018-01-15,06관,"07:50,  코코(디지털),  6,000원","10:30,  위대한 쇼맨(디지털),  9,000원","12:50,  코코(디지털),  9,000원","15:30,  원더(디지털),  10,000원","18:10,  코코(디지털),  10,000원","20:50,  코코(디지털),  9,500원","23:30,  신과함께-죄와 벌(디지털),  9,000원",,,,,
90,2018-01-16,01관,"08:00,  신과함께-죄와 벌(디지털),  7,000원","10:50,  신과함께-죄와 벌(디지털),  9,000원","13:50,  신과함께-죄와 벌(디지털),  10,000원","16:40,  신과함께-죄와 벌(디지털),  10,000원","19:30,  신과함께-죄와 벌(디지털),  10,000원","22:25,  신과함께-죄와 벌(디지털),  9,000원","25:15,  신과함께-죄와 벌(디지털),  8,000원","28:05,  신과함께-죄와 벌(디지털),  8,000원",,,,
91,2018-01-16,02관,"07:40,  1987(디지털),  6,000원","10:20,  쥬만지: 새로운 세계(디지털),  9,000원","12:55,  다운사이징(디지털),  9,000원","15:35,  쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?(디지털),  10,000원","17:35,  쥬만지: 새로운 세계(디지털),  10,000원","20:00,  1987(디지털),  10,000원","22:35,  위대한 쇼맨(디지털),  9,000원","24:45,  쥬만지: 새로운 세계(디지털),  8,000원","27:10,  신과함께-죄와 벌(디지털),  8,000원",,,
92,2018-01-16,03관,"09:20,  1987(디지털),  6,500원","12:00,  1987(디지털),  9,000원","14:40,  1987(디지털),  10,000원","17:20,  1987(디지털),  10,000원","20:00,  그것만이 내 세상(디지털),  9,000원","22:30,  1987(디지털),  9,000원","25:05,  1987(디지털),  8,000원","27:40,  1987(디지털),  8,000원",,,,
93,2018-01-16,04관(SCREENX),"08:10,  다운사이징(디지털),  6,000원","11:00,  코코(디지털),  9,000원","13:40,  코코(디지털),  10,000원","16:20,  원더(디지털),  10,000원","19:00,  코코(디지털),  10,000원","21:40,  코코(디지털),  10,000원","24:20,  다운사이징(디지털),  8,000원","27:20,  코코(디지털),  7,000원",,,,
94,2018-01-16,05관,"07:20,  코코(디지털),  6,000원","10:00,  코코(디지털),  9,000원","12:40,  코코(디지털),  9,000원","15:20,  코코(디지털),  10,000원","18:00,  코코(디지털),  10,000원","20:40,  코코(디지털),  10,000원","23:20,  코코(디지털),  9,000원","26:00,  코코(디지털),  8,000원","28:40,  1987(디지털),  8,000원",,,
95,2018-01-16,06관,"08:30,  위대한 쇼맨(디지털),  6,000원","10:40,  1987(디지털),  9,000원","13:20,  1987(디지털),  10,000원","16:00,  1987(디지털),  10,000원","18:40,  1987(디지털),  10,000원","21:20,  1987(디지털),  10,000원","24:00,  1987(디지털),  9,000원","26:40,  코코(디지털),  8,000원",,,,
96,2018-01-17,01관,"08:10,  신과함께-죄와 벌(디지털),  6,000원","11:00,  메이즈 러너: 데스 큐어(디지털),  10,000원","13:50,  메이즈 러너: 데스 큐어(디지털),  9,000원","16:40,  메이즈 러너: 데스 큐어(디지털),  10,000원","19:40,  메이즈 러너: 데스 큐어(디지털),  10,000원","22:35,  신과함께-죄와 벌(디지털),  9,000원","25:25,  메이즈 러너: 데스 큐어(디지털),  8,000원","28:30,  코코(디지털),  8,000원",,,,
97,2018-01-17,02관,"07:00,  코코(디지털),  8,000원","09:40,  코코(디지털),  6,500원","12:20,  코코(디지털),  9,000원","15:00,  코코(디지털),  10,000원","17:40,  코코(디지털),  10,000원","20:20,  코코(디지털),  10,000원","23:00,  코코(디지털),  9,000원","25:40,  코코(디지털),  8,000원","28:20,  메이즈 러너: 데스 큐어(디지털),  8,000원",,,
98,2018-01-17,03관,"06:30,  메이즈 러너: 데스 큐어(디지털),  9,000원","09:30,  메이즈 러너: 데스 큐어(디지털),  9,000원","12:30,  메이즈 러너: 데스 큐어(디지털),  9,000원","15:30,  메이즈 러너: 데스 큐어(디지털),  10,000원","18:30,  메이즈 러너: 데스 큐어(디지털),  10,000원","21:30,  메이즈 러너: 데스 큐어(디지털),  10,000원","24:30,  메이즈 러너: 데스 큐어(디지털),  9,000원","27:30,  메이즈 러너: 데스 큐어(디지털),  9,000원",,,,
99,2018-01-17,04관(SCREENX),"06:50,  그것만이 내 세상(디지털),  6,000원","09:20,  그것만이 내 세상(디지털),  9,000원","11:50,  그것만이 내 세상(디지털),  9,000원","14:20,  그것만이 내 세상(디지털),  10,000원","16:50,  그것만이 내 세상(디지털),  10,000원","19:20,  그것만이 내 세상(디지털),  10,000원","21:50,  그것만이 내 세상(디지털),  10,000원","24:20,  그것만이 내 세상(디지털),  8,000원","27:00,  1987(디지털),  8,000원",,,
100,2018-01-17,05관,"08:00,  1987(디지털),  6,000원","10:40,  1987(디지털),  9,000원","13:20,  1987(디지털),  10,000원","16:00,  1987(디지털),  10,000원","18:40,  1987(디지털),  10,000원","21:20,  1987(디지털),  10,000원","24:00,  1987(디지털),  9,000원","26:50,  그것만이 내 세상(디지털),  8,000원",,,,
101,2018-01-17,06관,"07:20,  다키스트 아워(디지털),  6,000원","10:00,  신과함께-죄와 벌(디지털),  9,000원","12:50,  신과함께-죄와 벌(디지털),  9,000원","15:40,  다키스트 아워(디지털),  10,000원","18:20,  신과함께-죄와 벌(디지털),  10,000원","21:10,  신과함께-죄와 벌(디지털),  10,000원","24:10,  다키스트 아워(디지털)","26:40,  메이즈 러너: 데스 큐어(디지털),  8,000원",,,,
102,2018-01-18,01관,"08:20,  메이즈 러너: 데스 큐어(디지털),  6,000원","11:20,  신과함께-죄와 벌(디지털),  9,000원","14:10,  메이즈 러너: 데스 큐어(디지털),  10,000원","17:10,  신과함께-죄와 벌(디지털),  10,000원","20:00,  메이즈 러너: 데스 큐어(디지털),  10,000원","23:00,  코코(디지털),  9,000원","25:50,  메이즈 러너: 데스 큐어(디지털),  8,000원","28:45,  코코(디지털),  6,000원",,,,
